codigo_postal,municipio_id,codigo_unidad_poblacional,entidad_singular_nombre,nucleo_nombre
15552,15087,0709799,"Boeiro (O)",*Diseminado*
15552,15087,0710199,"Cachaveira (A)",*Diseminado*
15552,15087,0711899,"Cameleiro (O)",*Diseminado*
15552,15087,0712399,"Campeiras (As)",*Diseminado*
15552,15087,0714401,"Carreira (A)","Carreira (A)"
15552,15087,0715799,"Casas Novas (As)",*Diseminado*
15552,15087,0716099,"Costeira (A)",*Diseminado*
15552,15087,0717699,"Coval (O)",*Diseminado*
15552,15087,0718299,"Covas (As)",*Diseminado*
15552,15087,0719599,Chamorro,*Diseminado*
15552,15087,0720999,"Chousa (A)",*Diseminado*
15552,15087,0721601,Entrerrios,Entrerrios
15552,15087,0722199,"Espiñuda (A)",*Diseminado*
15552,15087,0724299,Gonzalvite,*Diseminado*
15552,15087,0725599,"Granxa (A)",*Diseminado*
15552,15087,0726899,"Graño (O)",*Diseminado*
15552,15087,0727499,Malde,*Diseminado*
15552,15087,0728099,Meitufe,*Diseminado*
15552,15087,0729399,Miros,*Diseminado*
15552,15087,0730799,"Mourela (A)",*Diseminado*
15552,15087,0731499,Mourente,*Diseminado*
15552,15087,0732999,"Paredes (As)",*Diseminado*
15552,15087,0733599,"Pena (A)",*Diseminado*
15552,15087,0734099,"Penela (A)",*Diseminado*
15552,15087,0735399,"Pereiro (O)",*Diseminado*
15552,15087,0737299,Piñeiros,*Diseminado*
15552,15087,0739199,Portodoso,*Diseminado*
15552,15087,0740599,Postamaior,*Diseminado*
15552,15087,0742799,Pousada,*Diseminado*
15552,15087,0743399,Riodofoxo,*Diseminado*
15552,15087,0744899,"Riva (A)",*Diseminado*
15552,15087,0745199,"Robaleira (A)",*Diseminado*
15552,15087,0746499,"Rocha (A)",*Diseminado*
15552,15087,0747099,Santalla,*Diseminado*
15552,15087,0748699,Soutovello,*Diseminado*
15552,15087,0749999,Timiraos,*Diseminado*
15552,15087,0750299,Trandeiras,*Diseminado*
15552,15087,0751999,Agros,*Diseminado*
15552,15087,0752499,"Carballal (O)",*Diseminado*
15552,15087,0753099,"Penso (O)",*Diseminado*
15552,15087,0754599,"Saiña (A)",*Diseminado*
15552,15087,0755801,Valdoviño,Valdoviño
15552,15087,0756101,Ladeira,Ladeira
15553,15087,0501299,Amoreira,*Diseminado*
15553,15087,0502799,"Ariño (O)",*Diseminado*
15553,15087,0503399,"Barreira (A)",*Diseminado*
15553,15087,0504899,"Cadaval (O)",*Diseminado*
15553,15087,0505199,"Cardosa (A)",*Diseminado*
15553,15087,0506499,Casianes,*Diseminado*
15553,15087,0507099,"Castro (O)",*Diseminado*
15553,15087,0509999,Domondo,*Diseminado*
15553,15087,0510399,Fermil,*Diseminado*
15553,15087,0512599,Figaredo,*Diseminado*
15553,15087,0513199,Fradigas,*Diseminado*
15553,15087,0514699,Freixo,*Diseminado*
15553,15087,0515999,"Gabeira (A)",*Diseminado*
15553,15087,0516201,Lagares,Lagares
15553,15087,0517899,"Lagoa (A)",*Diseminado*
15553,15087,0518499,Laxe,*Diseminado*
15553,15087,0519799,"Loira (A)",*Diseminado*
15553,15087,0520199,"Marnela de Baixo",*Diseminado*
15553,15087,0521899,"Marnela de Riba",*Diseminado*
15553,15087,0522399,Mouriscal,*Diseminado*
15553,15087,0524499,"Pedreira (A)",*Diseminado*
15553,15087,0525799,"Pereira (A)",*Diseminado*
15553,15087,0526099,"Ramalleira (A)",*Diseminado*
15553,15087,0527699,Sanxiao,*Diseminado*
15553,15087,0528299,"Talieiro (O)",*Diseminado*
15553,15087,0530999,"Traves (As)",*Diseminado*
15553,15087,0531699,"Uceira (A)",*Diseminado*
15553,15087,0532101,"Vieiteiro (O)","Vieiteiro (O)"
15553,15087,0533799,Xavariz,*Diseminado*
15553,15087,0534299,"Cotillon (O)",*Diseminado*
15553,15087,0535599,"Rodo (O)",*Diseminado*
15554,15087,0901899,Arnela,*Diseminado*
15554,15087,0902399,"Atalaia (A)",*Diseminado*
15554,15087,0903999,"Adro (O)",*Diseminado*
15554,15087,0904499,"Bacelar (O)",*Diseminado*
15554,15087,0905799,"Capilla (A)",*Diseminado*
15554,15087,0906099,"Castro (O)",*Diseminado*
15554,15087,0907601,Cotelo,Cotelo
15554,15087,0908299,"Escola (A)",*Diseminado*
15554,15087,0909599,"Ferrerias (As)",*Diseminado*
15554,15087,0910999,"Folgar (O)",*Diseminado*
15554,15087,0911699,"Folgueiras (As)",*Diseminado*
15554,15087,0912199,"Fontegrande (A)",*Diseminado*
15554,15087,0913799,Freixeiro,*Diseminado*
15554,15087,0914299,Liñeiro,*Diseminado*
15554,15087,0915599,"Patronato (O)",*Diseminado*
15554,15087,0916899,"Pena (A)",*Diseminado*
15554,15087,0917401,"Porto de Baixo","Porto de Baixo"
15554,15087,0918099,"Porto de Riba",*Diseminado*
15554,15087,0919399,"Puntal (O)",*Diseminado*
15554,15087,0920799,Quengo,*Diseminado*
15554,15087,0921499,"Torrentes (As)",*Diseminado*
15554,15087,0922999,Vilelas,*Diseminado*
15554,15087,0923599,Iañez,*Diseminado*
15555,15022,0301499,Ardeon,*Diseminado*
15555,15022,0302901,Barral,Barral
15555,15022,0303501,Campelo,Campelo
15555,15022,0304001,"Campo Da Cruz","Campo Da Cruz"
15555,15022,0305301,Cordobelas,Cordobelas
15555,15022,0306699,Costa,*Diseminado*
15555,15022,0307201,Edreiros,Edreiros
15555,15022,0308899,Fonte-Fria,*Diseminado*
15555,15022,0309101,Laboreña,Laboreña
15555,15022,0310599,Laxe,*Diseminado*
15555,15022,0311201,Loureiros,Loureiros
15555,15022,0312799,Magdalena,*Diseminado*
15555,15022,0313399,Pedralba,*Diseminado*
15555,15022,0314899,Pedreira,*Diseminado*
15555,15022,0315199,Penas,*Diseminado*
15555,15022,0316499,Peneiro,*Diseminado*
15555,15022,0317001,"Porto Do Cabo","Porto Do Cabo"
15555,15022,0318699,Poza,*Diseminado*
15555,15022,0320301,Saa,Saa
15555,15022,0321001,"San Miguel","San Miguel"
15555,15022,0322501,Santallamar,Santallamar
15555,15022,0323101,"Sisalde Cativo","Sisalde Cativo"
15555,15022,0324601,"Sisalde Maior","Sisalde Maior"
15555,15022,0325999,Vilarcai,*Diseminado*
15555,15022,0326201,Vilela,Vilela
15560,15076,0701099,"Agra de Abaixo",*Diseminado*
15560,15076,0702599,"Agra de Arriba",*Diseminado*
15560,15076,0703199,"Albeiro (O)",*Diseminado*
15560,15076,0706299,"Casal (O)",*Diseminado*
15560,15076,0707801,Cornide,Cornide
15560,15076,0708499,"Currás (Os)",*Diseminado*
15560,15076,0709799,"Curuxa (A)",*Diseminado*
15560,15076,0710199,Gunduriz,*Diseminado*
15560,15076,0711899,Orxás,*Diseminado*
15560,15076,0712301,"Outeiro (O)","Outeiro (O)"
15560,15076,0713999,"Penela (A)",*Diseminado*
15560,15076,0714499,Piñeiros,*Diseminado*
15560,15076,0716099,"Portela (A)",*Diseminado*
15560,15076,0717699,Prospes,*Diseminado*
15560,15076,0718299,Raña,*Diseminado*
15560,15076,0719599,"Rubiña (A)",*Diseminado*
15560,15076,0720999,"Rupiallo (O)",*Diseminado*
15560,15076,0721699,Silvalonga,*Diseminado*
15560,15076,0722199,"Bidueda (A)",*Diseminado*
15560,15076,0723799,"Feás (Os)",*Diseminado*
15560,15076,0724299,"Enxerto (O)",*Diseminado*
15560,15076,0725599,"Pernuda (A)",*Diseminado*
15560,15076,0727401,"San Sadurniño","San Sadurniño"
15560,15076,0728099,Vilafiúnce,*Diseminado*
15561,15076,0501299,Ardariz,*Diseminado*
15561,15076,0502799,Arnadelo,*Diseminado*
15561,15076,0503399,Cabanela,*Diseminado*
15561,15076,0504899,"Cal (O)",*Diseminado*
15561,15076,0505199,"Calvelas (As)",*Diseminado*
15561,15076,0506499,"Castiñeira (A)",*Diseminado*
15561,15076,0507099,Castrelo,*Diseminado*
15561,15076,0508699,Colado,*Diseminado*
15561,15076,0509999,"Currás (Os)",*Diseminado*
15561,15076,0510399,"Corripa (A)",*Diseminado*
15561,15076,0511099,"Escoitadoira (A)",*Diseminado*
15561,15076,0512599,"Esperanza (A)",*Diseminado*
15561,15076,0513199,"Fraga (A)",*Diseminado*
15561,15076,0514699,"Garita (A)",*Diseminado*
15561,15076,0515999,"Gaspares (Os)",*Diseminado*
15561,15076,0516299,"Golpilleira (A)",*Diseminado*
15561,15076,0517899,"Lobeira (A)",*Diseminado*
15561,15076,0518499,"Moimentos (Os)",*Diseminado*
15561,15076,0519799,"Pena (A)",*Diseminado*
15561,15076,0520199,"Pereira (A)",*Diseminado*
15561,15076,0521899,Sabanda,*Diseminado*
15561,15076,0522399,Vilachá,*Diseminado*
15561,15076,0523999,"Vilar (O)",*Diseminado*
15561,15076,0524499,Vilares,*Diseminado*
15561,15076,0525799,Candail,*Diseminado*
15561,15076,0526099,"Gándara (A)",*Diseminado*
15561,15076,0527699,Tineo,*Diseminado*
15561,15076,0528299,"Vella Morta (A)",*Diseminado*
15562,15076,0101699,"Bañoca (A)",*Diseminado*
15562,15076,0102199,"Carbeiral (O)",*Diseminado*
15562,15076,0103799,"Casanova (A)",*Diseminado*
15562,15076,0104299,"Castro (O)",*Diseminado*
15562,15076,0105599,"Corveira (A)",*Diseminado*
15562,15076,0106899,Leboriz,*Diseminado*
15562,15076,0107499,"Loibas (As)",*Diseminado*
15562,15076,0108099,Randulfe,*Diseminado*
15562,15076,0109399,"Sanguiñeira (A)",*Diseminado*
15562,15076,0110799,"Veiga (A)",*Diseminado*
15562,15076,0111499,"Fraga (A)",*Diseminado*
15562,15076,0112999,"Pardiñeira (A)",*Diseminado*
15562,15076,0113599,"Torre (A)",*Diseminado*
15562,15076,0401399,Bouzarrara,*Diseminado*
15562,15076,0402899,Brame,*Diseminado*
15562,15076,0403499,"Cal (O)",*Diseminado*
15562,15076,0404999,"Cancelo (O)",*Diseminado*
15562,15076,0405299,"Carballo (O)",*Diseminado*
15562,15076,0406599,"Chao de Lamas (O)",*Diseminado*
15562,15076,0407199,Entrambosríos,*Diseminado*
15562,15076,0408799,"Fabal (O)",*Diseminado*
15562,15076,0409099,Felgosa,*Diseminado*
15562,15076,0410499,"Filgueiras (As)",*Diseminado*
15562,15076,0411199,Fontela,*Diseminado*
15562,15076,0412699,"Freixo (O)",*Diseminado*
15562,15076,0413299,Gudín,*Diseminado*
15562,15076,0414799,"Laxe (A)",*Diseminado*
15562,15076,0415099,"Leiras (As)",*Diseminado*
15562,15076,0416399,Mandrá,*Diseminado*
15562,15076,0417999,"Martiño (O)",*Diseminado*
15562,15076,0418599,"Pallota (A)",*Diseminado*
15562,15076,0419899,Penacastrelo,*Diseminado*
15562,15076,0420299,Piegolongo,*Diseminado*
15562,15076,0421999,"Pomar (O)",*Diseminado*
15562,15076,0422499,Portolamas,*Diseminado*
15562,15076,0423099,Pramado,*Diseminado*
15562,15076,0424599,Ramil,*Diseminado*
15562,15076,0425899,"Ramisqueiras (As)",*Diseminado*
15562,15076,0427799,"Rapadoiro (O)",*Diseminado*
15562,15076,0428399,"Redo (O)",*Diseminado*
15562,15076,0429699,"Redondo (O)",*Diseminado*
15562,15076,0430099,Riboira,*Diseminado*
15562,15076,0431799,"Seara (A)",*Diseminado*
15562,15076,0432299,Soutullo,*Diseminado*
15562,15076,0433899,Vilanova,*Diseminado*
15562,15076,0434399,"Vilar (O)",*Diseminado*
15562,15076,0435699,Vilaverde,*Diseminado*
15562,15076,0436999,Vilela,*Diseminado*
15562,15076,0438199,"Couto (O)",*Diseminado*
15562,15076,0439499,"Ferrecha (A)",*Diseminado*
15562,15076,0440899,"Pantís (Os)",*Diseminado*
15562,15076,0441599,"Rega (A)",*Diseminado*
15563,15049,0101699,Canosa,*Diseminado*
15563,15049,0102199,Casanova,*Diseminado*
15563,15049,0103799,Coto,*Diseminado*
15563,15049,0104299,Finlle,*Diseminado*
15563,15049,0105599,Fontepecora,*Diseminado*
15563,15049,0106899,Gangoabella,*Diseminado*
15563,15049,0107499,Gundiao,*Diseminado*
15563,15049,0108099,Xanfero,*Diseminado*
15563,15049,0109399,Liboreiro,*Diseminado*
15563,15049,0110799,Louridos-Estrada,*Diseminado*
15563,15049,0111499,"Mil de Abaixo",*Diseminado*
15563,15049,0112999,"Mil de Arriba",*Diseminado*
15563,15049,0113599,Monte,*Diseminado*
15563,15049,0114099,Peneiro,*Diseminado*
15563,15049,0115399,Seixo,*Diseminado*
15563,15049,0116699,Trieiro,*Diseminado*
15563,15049,0117299,Valdixe,*Diseminado*
15563,15049,0118899,Vilariño,*Diseminado*
15563,15049,0301499,"Armenteiro de Abaixo",*Diseminado*
15563,15049,0302999,"Armenteiro de Arriba",*Diseminado*
15563,15049,0303599,Caleira,*Diseminado*
15563,15049,0304099,"Campos de Vigo",*Diseminado*
15563,15049,0305399,"Campos Do Foxo",*Diseminado*
15563,15049,0306699,"Casas Eirido de Abaixo",*Diseminado*
15563,15049,0307299,"Casas Eirido de Arriba",*Diseminado*
15563,15049,0308899,"Castelo de Abaixo",*Diseminado*
15563,15049,0309199,"Castelo de Arriba",*Diseminado*
15563,15049,0310599,Felgosa,*Diseminado*
15563,15049,0311299,"Felgueiras de Abaixo",*Diseminado*
15563,15049,0312799,"Felgueiras de Arriba",*Diseminado*
15563,15049,0313399,"Ferreria de Abaixo",*Diseminado*
15563,15049,0314899,"Ferreria de Arriba",*Diseminado*
15563,15049,0315199,Loureiros,*Diseminado*
15563,15049,0316499,Melle,*Diseminado*
15563,15049,0317099,Paxota,*Diseminado*
15563,15049,0318699,Penasalbas,*Diseminado*
15563,15049,0319999,Pereiro,*Diseminado*
15563,15049,0320399,Peton,*Diseminado*
15563,15049,0321099,Portogonzalbo,*Diseminado*
15563,15049,0322599,"Ponte Do Norte",*Diseminado*
15563,15049,0323199,"Ponte Do Sur",*Diseminado*
15563,15049,0324699,"Pumariño de Abaixo",*Diseminado*
15563,15049,0325999,"Pumariño de Arriba",*Diseminado*
15563,15049,0326299,Rañal,*Diseminado*
15563,15049,0327899,Requia,*Diseminado*
15563,15049,0328499,"Souto Da Vila",*Diseminado*
15563,15049,0329799,Tremoa,*Diseminado*
15563,15049,0331899,"Valiña de Abaixo",*Diseminado*
15563,15049,0332399,"Valiña de Arriba",*Diseminado*
15563,15049,0333999,Vigo,*Diseminado*
15563,15049,0334499,Vila,*Diseminado*
15563,15049,0335799,"Congostras (As)",*Diseminado*
15563,15049,0336099,"Costa (A)",*Diseminado*
15563,15049,0401301,Balocos,Balocos
15563,15049,0402899,Beleiriz,*Diseminado*
15563,15049,0403499,Bouza,*Diseminado*
15563,15049,0404999,Camiño,*Diseminado*
15563,15049,0405299,Casabranca,*Diseminado*
15563,15049,0406599,Casalousada,*Diseminado*
15563,15049,0407199,"Casanova de Vilar",*Diseminado*
15563,15049,0408799,Corveira,*Diseminado*
15563,15049,0410499,Forxao,*Diseminado*
15563,15049,0411199,Outeiro,*Diseminado*
15563,15049,0412699,Pardiñas,*Diseminado*
15563,15049,0413299,Petaño,*Diseminado*
15563,15049,0415099,Piagolongo,*Diseminado*
15563,15049,0416399,Piñeiro,*Diseminado*
15563,15049,0418599,Riobello,*Diseminado*
15563,15049,0419801,"San Ramon","San Ramon"
15563,15049,0420299,Seoanenovo,*Diseminado*
15563,15049,0421999,Seoanevello,*Diseminado*
15564,15049,0201599,Abelleira,*Diseminado*
15564,15049,0202099,Barbelas,*Diseminado*
15564,15049,0203699,Casanova,*Diseminado*
15564,15049,0204199,Castro,*Diseminado*
15564,15049,0205499,Denoeiro,*Diseminado*
15564,15049,0206799,Entrambasrrias,*Diseminado*
15564,15049,0207399,"Foxo de Abaixo",*Diseminado*
15564,15049,0208999,Graña,*Diseminado*
15564,15049,0209299,"Igrexa (A)",*Diseminado*
15564,15049,0210699,Lavandeira,*Diseminado*
15564,15049,0211399,Loira,*Diseminado*
15564,15049,0212899,Monteluz,*Diseminado*
15564,15049,0213499,Porcal,*Diseminado*
15564,15049,0215299,Ribeira,*Diseminado*
15564,15049,0216599,Riodavila,*Diseminado*
15564,15049,0217199,"San Xiao de Abaixo",*Diseminado*
15564,15049,0218799,"San Xiao de Arriba",*Diseminado*
15564,15049,0219099,Sulleo,*Diseminado*
15564,15049,0220499,Veiga,*Diseminado*
15564,15049,0221199,Vidueira,*Diseminado*
15564,15049,0222699,Vieiteiras,*Diseminado*
15564,15049,0223299,Vilachave,*Diseminado*
15564,15049,0224799,Vilapedre,*Diseminado*
15564,15049,0225099,"Foxo de Arriba",*Diseminado*
15564,15049,0226399,"Cruz (A)",*Diseminado*
15564,15049,0228599,"Rega (A)",*Diseminado*
15564,15049,0501299,Albariza,*Diseminado*
15564,15049,0502799,Alcibrai,*Diseminado*
15564,15049,0503399,Amosa,*Diseminado*
15564,15049,0504899,Aquelabanda,*Diseminado*
15564,15049,0505199,Belacoi,*Diseminado*
15564,15049,0506499,Cardal,*Diseminado*
15564,15049,0507099,Carracedo,*Diseminado*
15564,15049,0508699,Casanova,*Diseminado*
15564,15049,0509999,Casatellada,*Diseminado*
15564,15049,0510399,Castro,*Diseminado*
15564,15049,0511099,Confurco,*Diseminado*
15564,15049,0512599,Hermida,*Diseminado*
15564,15049,0513199,Lagoa,*Diseminado*
15564,15049,0514699,Loureiro,*Diseminado*
15564,15049,0515999,Panda,*Diseminado*
15564,15049,0516299,"Porto Da Pena",*Diseminado*
15564,15049,0517899,Retorno,*Diseminado*
15564,15049,0518499,Sabanda,*Diseminado*
15564,15049,0519799,Senra,*Diseminado*
15564,15049,0521899,Suomonte,*Diseminado*
15564,15049,0522399,Tellado,*Diseminado*
15564,15049,0523999,Vilar,*Diseminado*
15564,15049,0524499,Vilazanche,*Diseminado*
15564,15049,0525799,Edrados,*Diseminado*
15565,15081,0401399,Abeledo,*Diseminado*
15565,15081,0403499,Agra,*Diseminado*
15565,15081,0404999,"Barreira (A)",*Diseminado*
15565,15081,0405299,"Baiuca (A)",*Diseminado*
15565,15081,0406599,"Campo (O)",*Diseminado*
15565,15081,0407199,Cargas,*Diseminado*
15565,15081,0408799,"Casanova (A)",*Diseminado*
15565,15081,0409099,Castelo,*Diseminado*
15565,15081,0410499,"Cerdeira de Cabalar",*Diseminado*
15565,15081,0411199,"Cerdeira de Meroi",*Diseminado*
15565,15081,0412699,"Cortiñas (As)",*Diseminado*
15565,15081,0413299,"Coto (O)",*Diseminado*
15565,15081,0414799,"Coto de Salas (O)",*Diseminado*
15565,15081,0415099,Coucixoso,*Diseminado*
15565,15081,0416399,"Chao de Arriba",*Diseminado*
15565,15081,0417999,Escalo,*Diseminado*
15565,15081,0419899,"Foxo (O)",*Diseminado*
15565,15081,0420299,Fontelo,*Diseminado*
15565,15081,0422401,"Garita (A)","Garita (A)"
15565,15081,0423099,Gradaille,*Diseminado*
15565,15081,0424599,Gradoi,*Diseminado*
15565,15081,0425899,"Graxoiba (A)",*Diseminado*
15565,15081,0426199,Guntille,*Diseminado*
15565,15081,0427701,"Igrexa (A)","Igrexa (A)"
15565,15081,0428399,Xibarido,*Diseminado*
15565,15081,0429699,Loureiros,*Diseminado*
15565,15081,0430099,"Machuco (O)",*Diseminado*
15565,15081,0431799,Martinga,*Diseminado*
15565,15081,0432299,Meroi,*Diseminado*
15565,15081,0433899,Moimento,*Diseminado*
15565,15081,0434399,Montecalvo,*Diseminado*
15565,15081,0435699,"Nogueira (A)",*Diseminado*
15565,15081,0436999,"Novas (Os)",*Diseminado*
15565,15081,0438199,Parañoi,*Diseminado*
15565,15081,0439499,Pastoriza,*Diseminado*
15565,15081,0440899,Penela,*Diseminado*
15565,15081,0441599,"Pereiro (O)",*Diseminado*
15565,15081,0442099,Poelle,*Diseminado*
15565,15081,0443699,"Pradanova (A)",*Diseminado*
15565,15081,0445499,"Queira (A)",*Diseminado*
15565,15081,0446799,"Ramisqueira (A)",*Diseminado*
15565,15081,0447399,"Rego (O)",*Diseminado*
15565,15081,0448999,"Santo Estevo",*Diseminado*
15565,15081,0449299,"San Roque",*Diseminado*
15565,15081,0450599,"Seixidal (O)",*Diseminado*
15565,15081,0451299,Suarriba,*Diseminado*
15565,15081,0452799,Sueiras,*Diseminado*
15565,15081,0453399,Teixeiro,*Diseminado*
15565,15081,0454899,Tiquion,*Diseminado*
15565,15081,0455199,Trigal,*Diseminado*
15565,15081,0456499,Vilachave,*Diseminado*
15565,15081,0459999,"Chao de Abaixo",*Diseminado*
15566,15081,0101699,"Areas (Os)",*Diseminado*
15566,15081,0102199,"Bordos (Os)",*Diseminado*
15566,15081,0103799,Cabalar,*Diseminado*
15566,15081,0104299,"Cabana (A)",*Diseminado*
15566,15081,0105599,Campos,*Diseminado*
15566,15081,0106899,Cardexo,*Diseminado*
15566,15081,0107499,"Caxigueira (A)",*Diseminado*
15566,15081,0108099,"Couce (O)",*Diseminado*
15566,15081,0109399,"Cruz (A)",*Diseminado*
15566,15081,0110799,"Enchousas (As)",*Diseminado*
15566,15081,0112999,"Lueiras (As)",*Diseminado*
15566,15081,0113599,"Queiroga (A)",*Diseminado*
15566,15081,0114099,"Rabo de Gato",*Diseminado*
15566,15081,0115399,"Rodeiro (O)",*Diseminado*
15566,15081,0116699,"Rua (A)",*Diseminado*
15566,15081,0117299,"Silvao (O)",*Diseminado*
15566,15081,0118899,"Tellado (O)",*Diseminado*
15566,15081,0119199,"Biduido (O)",*Diseminado*
15566,15081,0120599,Bieiteiro,*Diseminado*
15567,15081,0302999,"Airavella (A)",*Diseminado*
15567,15081,0306699,Bustabade,*Diseminado*
15567,15081,0307299,"Cabalares (As)",*Diseminado*
15567,15081,0309199,Camparado,*Diseminado*
15567,15081,0311299,"Capela (A)",*Diseminado*
15567,15081,0314899,"Corredoiras (As)",*Diseminado*
15567,15081,0316499,"Doces (Os)",*Diseminado*
15567,15081,0317099,"Esfarrapa (A)",*Diseminado*
15567,15081,0319999,"Xunco (O)",*Diseminado*
15567,15081,0320399,"Latas (As)",*Diseminado*
15567,15081,0322599,"Maria de Amido",*Diseminado*
15567,15081,0323199,Morado,*Diseminado*
15567,15081,0324699,"Panda (A)",*Diseminado*
15567,15081,0325999,"Pena Do Pazo",*Diseminado*
15567,15081,0327899,Ramisquido,*Diseminado*
15567,15081,0329799,Requeixo,*Diseminado*
15567,15081,0330199,"Ribeira (A)",*Diseminado*
15567,15081,0331899,Seixas,*Diseminado*
15567,15081,0333999,Soutochan,*Diseminado*
15567,15081,0334499,"Vilar Da Fraga",*Diseminado*
15568,15081,0201599,"Bacelar de Arriba (O)",*Diseminado*
15568,15081,0203699,"Cabaza (A)",*Diseminado*
15568,15081,0204199,"Calvelas (As)",*Diseminado*
15568,15081,0205499,"Casas (Os)",*Diseminado*
15568,15081,0206799,"Condado (O)",*Diseminado*
15568,15081,0208999,"Coto (O)",*Diseminado*
15568,15081,0209299,"Couce Do Baño",*Diseminado*
15568,15081,0210699,Coucevilar,*Diseminado*
15568,15081,0211399,"Espariza (A)",*Diseminado*
15568,15081,0213499,Esteve,*Diseminado*
15568,15081,0214999,"Freixeiro (O)",*Diseminado*
15568,15081,0215299,"Igrexa (A)",*Diseminado*
15568,15081,0216599,"Lameira (A)",*Diseminado*
15568,15081,0217199,"Leiron (O)",*Diseminado*
15568,15081,0219099,"Machuco (O)",*Diseminado*
15568,15081,0220499,Moniños,*Diseminado*
15568,15081,0221199,"Outeiro (O)",*Diseminado*
15568,15081,0222699,"Painceiras (As)",*Diseminado*
15568,15081,0223299,"Paleira Nova (A)",*Diseminado*
15568,15081,0224701,"Pena de Eiriz","Pena de Eiriz"
15568,15081,0225099,Penadrade,*Diseminado*
15568,15081,0226399,"Perillon de Arriba",*Diseminado*
15568,15081,0227999,Porla,*Diseminado*
15568,15081,0228599,Portelo,*Diseminado*
15568,15081,0229899,"Porto Dos Bois",*Diseminado*
15568,15081,0231999,Pumariño,*Diseminado*
15568,15081,0232499,"Retorta (A)",*Diseminado*
15568,15081,0233099,"Rodela (A)",*Diseminado*
15568,15081,0234599,"Santo Estevo",*Diseminado*
15568,15081,0235899,"San Pedro",*Diseminado*
15568,15081,0236199,"Santa Cristina",*Diseminado*
15568,15081,0237799,"Seixas (As)",*Diseminado*
15568,15081,0238399,"Souto (O)",*Diseminado*
15568,15081,0239699,Suinlle,*Diseminado*
15568,15081,0240099,"Tafornelos (Os)",*Diseminado*
15568,15081,0241799,"Teixeiro (O)",*Diseminado*
15568,15081,0242299,"Tembras (Os)",*Diseminado*
15568,15081,0243801,"Toca (A)","Toca (A)"
15568,15081,0244399,"Veiga (A)",*Diseminado*
15568,15081,0245699,"Vila (A)",*Diseminado*
15568,15081,0247599,Vilastriz,*Diseminado*
15568,15081,0248199,Viñas,*Diseminado*
15568,15081,0249499,"Bacelar de Abaixo (O)",*Diseminado*
15568,15081,0252999,"Paleira Vella (A)",*Diseminado*
15568,15081,0253599,"Perillon de Abaixo",*Diseminado*
15568,15081,0254099,"Pumar de Abaixo (O)",*Diseminado*
15569,15025,0101699,"Abelleira de Abaixo",*Diseminado*
15569,15025,0102199,"Abelleira de Arriba",*Diseminado*
15569,15025,0103799,Abruñeiros,*Diseminado*
15569,15025,0104299,Aldar,*Diseminado*
15569,15025,0105599,Barbas,*Diseminado*
15569,15025,0106899,Barbelas,*Diseminado*
15569,15025,0107499,"Barqueira Vella",*Diseminado*
15569,15025,0109399,Cabanas,*Diseminado*
15569,15025,0110799,Cancelas,*Diseminado*
15569,15025,0111499,"Casaldaia de Arriba",*Diseminado*
15569,15025,0112999,Casanova,*Diseminado*
15569,15025,0113599,Casavella,*Diseminado*
15569,15025,0115399,"Cruz Vermella",*Diseminado*
15569,15025,0116699,Cuqueira,*Diseminado*
15569,15025,0117299,Curutelo,*Diseminado*
15569,15025,0118899,Escote,*Diseminado*
15569,15025,0120599,Feal,*Diseminado*
15569,15025,0121201,Felgosas,Felgosas
15569,15025,0122799,Guelle,*Diseminado*
15569,15025,0123399,"Lamigueiro Novo",*Diseminado*
15569,15025,0124899,"Lamigueiro Vello",*Diseminado*
15569,15025,0125199,Lubeira,*Diseminado*
15569,15025,0126499,Moutillon,*Diseminado*
15569,15025,0128699,Painceira,*Diseminado*
15569,15025,0129999,Paleira,*Diseminado*
15569,15025,0131099,Pereiros,*Diseminado*
15569,15025,0132599,Piñon,*Diseminado*
15569,15025,0133101,Porto,Porto
15569,15025,0134699,Pozadauga,*Diseminado*
15569,15025,0135999,Rañoa,*Diseminado*
15569,15025,0137899,Rioforcado,*Diseminado*
15569,15025,0138499,Riovello,*Diseminado*
15569,15025,0139799,Seoane,*Diseminado*
15569,15025,0140199,"Sete de Abaixo",*Diseminado*
15569,15025,0141899,"Sete de Arriba",*Diseminado*
15569,15025,0142301,Soosloureiros,Soosloureiros
15569,15025,0143999,Torre,*Diseminado*
15569,15025,0144499,Travesas,*Diseminado*
15569,15025,0145799,"Ulfe de Chao",*Diseminado*
15569,15025,0146099,"Ulfe de Malados",*Diseminado*
15569,15025,0201599,Agreste,*Diseminado*
15569,15025,0202099,Bordo,*Diseminado*
15569,15025,0203699,Boucido,*Diseminado*
15569,15025,0204199,Calmourel,*Diseminado*
15569,15025,0205499,Calvela,*Diseminado*
15569,15025,0206701,"Campo Da Igrexa","Campo Da Igrexa"
15569,15025,0207399,Campos,*Diseminado*
15569,15025,0208999,Carballas,*Diseminado*
15569,15025,0209299,Casanova,*Diseminado*
15569,15025,0210601,Covelo,Covelo
15569,15025,0211399,Fragas,*Diseminado*
15569,15025,0212899,Mestas,*Diseminado*
15569,15025,0213499,Outeiro,*Diseminado*
15569,15025,0214999,"Pedra Chantada",*Diseminado*
15569,15025,0215299,"Rego Da Madeira",*Diseminado*
15569,15025,0216599,"Riba de Abaixo",*Diseminado*
15569,15025,0217199,"Riba de Arriba",*Diseminado*
