codigo_postal,municipio_id,codigo_unidad_poblacional,entidad_singular_nombre,nucleo_nombre
32515,32074,0409001,"Montes (Os)","Montes (Os)"
32515,32074,0410499,"Outeiro (O)",*Diseminado*
32515,32074,0801999,Cabana,*Diseminado*
32515,32074,0802499,Souto,*Diseminado*
32516,32019,0301401,Banga,Banga
32516,32019,0305399,"Pazo (O)",Diseminado
32516,32019,0401301,Cabanelas,Cabanelas
32516,32019,0902301,Mesego,Mesego
32516,32019,1401001,Bouteiro,Bouteiro
32516,32019,1403199,Corbal,Diseminado
32516,32019,1404699,"Fraga (A)",Diseminado
32516,32019,1406201,Miomas,Miomas
32516,32019,1407899,Penedo,Diseminado
32516,32019,1408401,Reguenga,Reguenga
32516,32019,1409799,Sagra,Diseminado
32516,32019,1410101,Seara,Seara
32516,32019,1411899,Trigas,*Diseminado*
32520,32004,0101601,Abelenda,Abelenda
32520,32004,0102101,Boeixos,Boeixos
32520,32004,0103701,"Carixa (A)","Carixa (A)"
32520,32004,0104201,Mouriscados,Mouriscados
32520,32004,0105501,Rodeiro,Rodeiro
32520,32004,0106801,"Casar Do Nabo","Casar Do Nabo"
32520,32004,0107401,Mangüeiro,Mangüeiro
32520,32004,0108001,"Por de Lapa","Por de Lapa"
32520,32004,0201501,Amiudal,Amiudal
32520,32004,0202001,Espiñeiro,Espiñeiro
32520,32004,0203601,Pascais,Pascais
32520,32004,0301401,Cernadas,Cernadas
32520,32004,0302901,Avion,Avion
32520,32004,0303501,"San Vicenzo","San Vicenzo"
32520,32004,0304001,Beresmo,Beresmo
32520,32004,0401301,Acevedo,Acevedo
32520,32004,0402801,Baiste,Baiste
32520,32004,0403401,Liñares,Liñares
32520,32004,0404901,Rubillon,Rubillon
32520,32004,0501201,Barroso,Barroso
32520,32004,0502701,Vilar,Vilar
32520,32004,0601101,Corcores,Corcores
32520,32004,0701001,Cortegazas,Cortegazas
32520,32004,0801901,Couso,Couso
32520,32004,0802401,"Hedreira (A)","Hedreira (A)"
32520,32004,0803001,Penedo,Penedo
32520,32004,0804501,Taboazas,Taboazas
32520,32004,0805801,Villariño,Villariño
32520,32004,0901801,Belecon,Belecon
32520,32004,0902301,Camposancos,Camposancos
32520,32004,0903901,Caseiro,Caseiro
32520,32004,0904401,Oroso,Oroso
32520,32004,0905701,Cerdeiroa,Cerdeiroa
32520,32004,0906001,Lagoa,Lagoa
32520,32004,0907601,"Mota (La)","Mota (La)"
32520,32004,0908201,Porreira,Porreira
32520,32011,0101601,Alvite,Alvite
32520,32011,0102101,Beariz,Beariz
32520,32011,0103701,"Bouza (A)","Bouza (A)"
32520,32011,0104201,Garfian,Garfian
32520,32011,0105501,Magros,Magros
32520,32011,0106801,Muradas,Muradas
32520,32011,0201501,"Abeleira (A)","Abeleira (A)"
32520,32011,0202001,Alen,Alen
32520,32011,0203601,Doade,Doade
32520,32011,0204101,Correa,Correa
32520,32011,0205401,Framia,Framia
32520,32011,0206701,Ricovanca,Ricovanca
32520,32011,0301401,Arnelas,Arnelas
32520,32011,0302901,"Ermida (A)","Ermida (A)"
32520,32011,0303501,Lebozan,Lebozan
32520,32011,0304001,"Liñares (Os)","Liñares (Os)"
32520,32011,0305301,"Antas (As)","Antas (As)"
32520,32011,0306601,"Ventelas (As)","Ventelas (As)"
32520,32013,0101601,Costa,Costa
32520,32013,0102101,Distriz,Distriz
32520,32013,0103701,Eiravedra,Eiravedra
32520,32013,0104201,"Igresario (O)","Igresario (O)"
32520,32013,0105501,Lamela,Lamela
32520,32013,0106899,Paredes,*Diseminado*
32520,32013,0107401,Regueiro,Regueiro
32520,32013,0108001,Saa,Saa
32520,32013,0110701,"San Andres","San Andres"
32520,32013,0111401,Sobredo,Sobredo
32520,32013,0112901,Valdesenda,Valdesenda
32521,32013,0306699,Riande,*Diseminado*
32521,32013,0309199,Teixeira,*Diseminado*
32521,32013,0311201,Brues,Brues
32521,32013,0312701,"Ponte Vella","Ponte Vella"
32522,32013,0801901,Balboa,Balboa
32522,32013,0802401,Ensalde,Ensalde
32522,32013,0803099,Igresario,*Diseminado*
32522,32013,0804501,Xurenzas,Xurenzas
32522,32013,0804599,Xurenzas,*Diseminado*
32522,32013,0805801,Prado,Prado
32522,32013,0806101,"Ponte Nova","Ponte Nova"
32522,32013,0807701,Ventosa,Ventosa
32523,32013,0501201,Cardelle,Cardelle
32523,32013,0602601,Borraxas,Borraxas
32523,32013,0605001,Feas,Feas
32523,32013,0606301,Fenteira,Fenteira
32523,32013,0607901,Vilacha,Vilacha
32524,32013,1301101,"Fonte Moreiras","Fonte Moreiras"
32524,32013,1302601,Gabian,Gabian
32524,32013,1303201,Moreiras,Moreiras
32524,32013,1306301,Vecoña,Vecoña
32525,32013,0701001,Xendive,Xendive
32525,32013,0703101,Nogueira,Nogueira
32526,32013,1504501,Sonelle,Sonelle
32526,32013,1505801,Regueiro,Regueiro
32526,32035,1201201,Candosa,Candosa
32526,32035,1202701,Cerdeira,Cerdeira
32526,32035,1203301,Espiñeiros,Espiñeiros
32526,32035,1204899,"Paraño (O)",*Diseminado*
32526,32035,1205199,"Antas (As)",*Diseminado*
32530,32013,1505801,Regueiro,Regueiro
32530,32035,0101601,Baxin,Baxin
32530,32035,0102101,"Campinas (As)","Campinas (As)"
32530,32035,0103799,"Cardedo (O)",*Diseminado*
32530,32035,0104201,Casares,Casares
32530,32035,0105599,"Condomiña (A)",*Diseminado*
32530,32035,0106801,"Esfarrapa (A)","Esfarrapa (A)"
32530,32035,0107499,"Estacion (A)",*Diseminado*
32530,32035,0108099,Filgueira,*Diseminado*
32530,32035,0109301,"Ermida (A)","Ermida (A)"
32530,32035,0110701,"Irixo (O)","Irixo (O)"
32530,32035,0111401,"Irixo de Arriba","Irixo de Arriba"
32530,32035,0112999,Laiña,*Diseminado*
32530,32035,0113501,"Lama (A)","Lama (A)"
32530,32035,0114001,Marnotes,Marnotes
32530,32035,0115301,Menaz,Menaz
32530,32035,0116601,Orosa,Orosa
32530,32035,0117201,"Porto Da Veiga","Porto Da Veiga"
32530,32035,0118899,Reguega,*Diseminado*
32530,32035,0119199,"Tellado Do Campo",*Diseminado*
32530,32035,0120599,Vila,*Diseminado*
32530,32035,0501299,Barro,*Diseminado*
32530,32035,0502701,"Barrocal (O)","Barrocal (O)"
32530,32035,0503399,"Castro (O)",*Diseminado*
32530,32035,0504801,"Costa (A)","Costa (A)"
32530,32035,0505199,"Coto (O)",*Diseminado*
32530,32035,0506401,Cusanca,Cusanca
32530,32035,0507001,Chelos,Chelos
32530,32035,0508601,Fabeiros,Fabeiros
32530,32035,0510399,"Fraga (A)",*Diseminado*
32530,32035,0511001,"Eirexa (A)","Eirexa (A)"
32530,32035,0512599,Lagorzos,*Diseminado*
32530,32035,0513101,Outeiro,Outeiro
32530,32035,0514601,Pedrouzo,Pedrouzo
32530,32035,0515999,"Rio (O)",*Diseminado*
32530,32035,0516201,Segade,Segade
32530,32035,0517801,Sueirexa,Sueirexa
32530,32035,0518499,Surribas,*Diseminado*
32530,32035,0519701,"Tellado (O)","Tellado (O)"
32530,32035,0520199,Vixide,*Diseminado*
32530,32035,0521801,Zacarade,Zacarade
32530,32035,0801901,Cebral,Cebral
32534,32019,0801999,Barro,Diseminado
32534,32019,0802499,Batallas,Diseminado
32534,32019,0803001,Esgueba,Esgueba
32534,32019,0804599,Eirexa,Diseminado
32534,32019,0805899,Madarnas,Diseminado
32534,32019,0806199,Medela,Diseminado
32534,32019,1001401,Barreira,Barreira
32534,32019,1002901,Bubela,Bubela
32534,32019,1003599,Xesteira,Diseminado
32534,32019,1004099,Mudelos,Diseminado
32534,32019,1005301,Paciños,Paciños
32534,32019,1302601,Costiña,Costiña
32534,32019,1303299,Gouxiña,Diseminado
32534,32019,1305099,"Eirexa (A)",Diseminado
32534,32019,1306301,Ollal,Ollal
32534,32019,1307999,"Pazo (O)",Diseminado
32534,32019,1308501,"Veiga (A)","Veiga (A)"
32534,32019,1309801,Vilar,Vilar
32534,32019,1309899,Vilar,*Diseminado*
32535,32035,0201501,Cangues,Cangues
32535,32035,0202001,"Casar (O)","Casar (O)"
32535,32035,0401301,Campeliños,Campeliños
32535,32035,0402801,Coucieiro,Coucieiro
32535,32035,0403401,Enfesta,Enfesta
32535,32035,0404901,Guimaras,Guimaras
32535,32035,0405299,Matelo,*Diseminado*
32535,32035,0406501,Outeiro,Outeiro
32535,32035,0407101,Pedriña,Pedriña
32535,32035,0408701,Souteliño,Souteliño
32535,32035,0409099,Vilamea,*Diseminado*
32535,32035,0410499,"Viso (O)",*Diseminado*
32535,32035,0702501,Couso,Couso
32535,32035,0901801,Alemparte,Alemparte
32535,32035,0902301,Alen,Alen
32535,32035,0903999,"Amieiros (Os)",*Diseminado*
32535,32035,0904401,Barro,Barro
32535,32035,0905701,Lousado,Lousado
32535,32035,0906001,"Quinteiro (O)","Quinteiro (O)"
32535,32035,0908299,Ribas,*Diseminado*
32535,32035,0909501,"Rua (A)","Rua (A)"
32535,32035,0910999,Valduide,*Diseminado*
32536,32035,0601101,Bugalleira,Bugalleira
32536,32035,0603201,Dadin,Dadin
32536,32035,0604799,"Enfreado (O)",*Diseminado*
32536,32035,0605001,Saavedra,Saavedra
32536,32035,0606399,"Seara (A)",*Diseminado*
32537,32035,0301401,"Casares (Os)","Casares (Os)"
32537,32035,0302999,Nabas,*Diseminado*
32537,32035,0303501,Orros,Orros
32537,32035,0304001,Paredes,Paredes
32537,32035,0305301,Valdesoiro,Valdesoiro
32537,32035,1101301,Barcia,Barcia
32537,32035,1102801,"Casar (O)","Casar (O)"
32537,32035,1103499,Castiñeira,*Diseminado*
32537,32035,1104999,Fontes,*Diseminado*
32537,32035,1105299,"Outeiro (O)",*Diseminado*
32537,32035,1106501,Ribela,Ribela
32537,32035,1107199,Santiso,*Diseminado*
32538,32035,1001401,Xirei,Xirei
32538,32035,1002901,Nogueiroa,Nogueiroa
32538,32035,1003501,Parada,Parada
32538,32035,1004001,Prexigueiro,Prexigueiro
32539,32035,0701001,Carballeda,Carballeda
32539,32035,0703101,Espiñeira,Espiñeira
32539,32035,0704699,"Espiño (O)",*Diseminado*
32539,32035,0705901,Munin,Munin
32539,32035,0706299,Trabazon,*Diseminado*
32539,32035,0802499,"Covelo (O)",*Diseminado*
32539,32035,0803001,Frixe,Frixe
32539,32035,0804501,Froufe,Froufe
32539,32035,0806101,Sidre,Sidre
32539,32035,0807799,Silvares,*Diseminado*
32539,32035,0808301,Surribas,Surribas
32539,32035,0809601,Subirol,Subirol
32540,32034,0401301,"Gudiña (A)","Gudiña (A)"
32545,32034,0101601,Barxa,Barxa
32545,32034,0102199,"Seixo (O)",*Diseminado*
32546,32034,0501201,"Parada Da Serra","Parada Da Serra"
32546,32034,0502799,"Venda Da Capela (A)",*Diseminado*
32546,32034,0601101,"San Lourenzo","San Lourenzo"
32546,32034,0704601,Pentes,Pentes
32547,32034,0201501,"Canizo (O)","Canizo (O)"
32547,32034,0301401,"Carracedo Da Serra","Carracedo Da Serra"
32547,32034,0302999,Campairos,*Diseminado*
32547,32034,0402899,"Venda Do Espiño (A)",*Diseminado*
32547,32034,0705999,"Venda Da Teresa (A)",*Diseminado*
32547,32034,0801901,"Tameiron (O)","Tameiron (O)"
32547,32092,0501299,"Venta Da Capela",*Diseminado*
32547,32092,0502799,"Venta Do Bolaño",*Diseminado*
32548,32048,0101601,Cadavos,Cadavos
32548,32048,0201501,Castromil,Castromil
32548,32048,0301401,Chaguazoso,Chaguazoso
32548,32048,0501201,Manzalvos,Manzalvos
32548,32048,0701001,"Pereiro (O)","Pereiro (O)"
32549,32048,0601101,"Mezquita (A)","Mezquita (A)"
32549,32048,0801901,Santigoso,Santigoso
32550,32086,3201301,"Viana Do Bolo","Viana Do Bolo"
32554,32086,0201501,Caldesiños,Caldesiños
32554,32086,0202001,"Seoane de Abaixo","Seoane de Abaixo"
32554,32086,1501901,Mosexos,Mosexos
32554,32086,1502499,Pinza,*Diseminado*
32554,32086,1503001,Ponton,Ponton
32554,32086,2401501,"San Cibrao","San Cibrao"
32555,32086,3301201,"Ermida (A)","Ermida (A)"
32555,32086,3302701,Vilardemilo,Vilardemilo
32555,32086,3501001,"Vilaseco Da Serra","Vilaseco Da Serra"
32556,32086,0401301,Covelo,Covelo
32556,32086,0402801,"Fornelos de Cova","Fornelos de Cova"
32556,32086,1101301,Mourisca,Mourisca
32556,32086,2501401,"San Mamede","San Mamede"
32556,32086,3001501,"Tabazoa de Hedroso","Tabazoa de Hedroso"
32557,32086,0601199,Ardexarxe,*Diseminado*
32557,32086,0602601,Fradelo,Fradelo
32557,32086,0801901,Grixoa,Grixoa
32557,32086,0802401,Parada,Parada
32557,32086,0803001,"Servainza (A)","Servainza (A)"
32557,32086,2101801,"Quintela Do Pando","Quintela Do Pando"
32557,32086,2701201,"Santa Mariña Da Ponte","Santa Mariña Da Ponte"
32557,32092,0101601,Castiñeira,Castiñeira
32557,32092,0201501,Conso,Conso
32557,32092,0202001,"Veiguiña (A)","Veiguiña (A)"
32557,32092,0301401,Chaguazoso,Chaguazoso
32557,32092,0401301,Mormentelos,Mormentelos
32557,32092,0602601,Pradoalbar,Pradoalbar
32557,32092,0701001,Entrecinsa,Entrecinsa
32557,32092,0702501,Sabuguido,Sabuguido
32557,32092,0703199,Soutogrande,*Diseminado*
32557,32092,0704601,Soutelo,Soutelo
32557,32092,0801901,"San Cristobo","San Cristobo"
32557,32092,0901801,Edrada,Edrada
32557,32092,0902301,"San Mamede","San Mamede"
32557,32092,1001401,Vilariño,Vilariño
32558,32086,0301401,Cepedelo,Cepedelo
32558,32086,0701001,Froxais,Froxais
32558,32086,0901801,Hedroso,Hedroso
32558,32086,1001401,Louzaregos,Louzaregos
32558,32086,1201201,Paradela,Paradela
32558,32086,1301101,Penouta,Penouta
32558,32086,1701701,Pradorramisquedo,Pradorramisquedo
32558,32086,1801601,Punxeiro,Punxeiro
32558,32086,1901501,"Quintela de Hedroso","Quintela de Hedroso"
32558,32086,2001901,Umoso,Umoso
32558,32086,2002401,"Quintela de Umoso","Quintela de Umoso"
32558,32086,2003001,"Vilar de Goia","Vilar de Goia"
32558,32086,2201701,Ramilo,Ramilo
32558,32086,2301601,Rubiais,Rubiais
32558,32086,2302101,"Santo Agostiño","Santo Agostiño"
32558,32086,2601301,"San Martiño","San Martiño"
32558,32086,2602801,"Santa Mariña de Froxais","Santa Mariña de Froxais"
32558,32086,2801101,Castiñeira,Castiñeira
32558,32086,2802601,Sever,Sever
32558,32086,3101401,Dradelo,Dradelo
32558,32086,3102901,"Tabazoa de Umoso","Tabazoa de Umoso"
32560,32086,1601801,Pradocabalos,Pradocabalos
32560,32086,2901001,"Seoane de Arriba","Seoane de Arriba"
32560,32086,2902501,Solbeira,Solbeira
32562,32086,0101601,Bembibre,Bembibre
32562,32086,0501201,"Fornelos de Filloas","Fornelos de Filloas"
32563,32086,1401001,Bouza,Bouza
32563,32086,1402501,"Castro (O)","Castro (O)"
32563,32086,1403101,Pexeiros,Pexeiros
32570,32045,0603201,Maside,Maside
32570,32045,0604701,Negrelle,Negrelle
32572,32045,0101601,"Agro de Quinta","Agro de Quinta"
32572,32045,0103701,Casanova,Casanova
32572,32045,0105501,Dacon,Dacon
32572,32045,0106801,Fonteboa,Fonteboa
32572,32045,0107401,Gulfar,Gulfar
32572,32045,0109301,Pousada,Pousada
32572,32045,0110701,Santian,Santian
32572,32045,0111401,Fontela,Fontela
32572,32045,0112999,Corzos,*Diseminado*
32572,32065,0603201,Vilamoure,Vilamoure
32574,32019,1304701,Groba,Groba
32574,32045,0201501,Casanova,Casanova
32574,32045,0202001,"Layantes de Abaixo","Layantes de Abaixo"
32574,32045,0203601,"Layantes de Arriba","Layantes de Arriba"
32574,32045,0204101,Listanco,Listanco
32574,32045,0205401,Outeiro,Outeiro
32574,32045,0206701,"San Fiz","San Fiz"
32574,32045,0207399,"San Miguel",*Diseminado*
32575,32045,0102101,Aldeiñas,Aldeiñas
32575,32045,0401301,Alen,Alen
32575,32045,0402801,Ansamonde,Ansamonde
32575,32045,0403401,Bouzas,Bouzas
32575,32045,0404999,Estuñiga,*Diseminado*
32575,32045,0405201,Lavandeira,Lavandeira
32575,32045,0406501,Lobada,Lobada
32575,32045,0407101,"Reguenga (A)","Reguenga (A)"
32575,32045,0409099,Toscaña,*Diseminado*
32575,32045,0410499,Ribas,*Diseminado*
32576,32045,0901801,Balteiro,Balteiro
32576,32045,0902399,"Carballeira (A)",*Diseminado*
32576,32045,0903901,"Pazo (O)","Pazo (O)"
32576,32045,0904499,"Povanza (A)",*Diseminado*
32576,32045,0905701,"Santa Comba","Santa Comba"
32576,32045,0906001,Treboedo,Treboedo
32576,32045,0907699,Carrasca,*Diseminado*
32577,32045,0208901,Touza,Touza
32577,32045,0601101,Estacion,Estacion
32577,32045,0602699,Figueiredo,*Diseminado*
32577,32045,0701001,Piñeiro,Piñeiro
32577,32045,0702501,Quintas,Quintas
32577,32045,0703101,"San Bainto","San Bainto"
32577,32045,0704601,"San Payo","San Payo"
32577,32045,0705999,Sobreira,*Diseminado*
32578,32045,0408701,Reviñas,Reviñas
32578,32045,0801901,"Cima de Vila","Cima de Vila"
32578,32045,0802401,"Mato (O)","Mato (O)"
32578,32045,0803001,Quintas,Quintas
32578,32065,0602601,"Santo Estevo","Santo Estevo"
32579,32045,0301401,Bolo,Bolo
32579,32045,0302901,Bouzas,Bouzas
32579,32045,0303501,Canedo,Canedo
32579,32045,0304001,Carreira,Carreira
32579,32045,0305301,Costanza,Costanza
32579,32045,0306601,Faquin,Faquin
32579,32045,0307201,Garabas,Garabas
32579,32045,0308801,Eirexa,Eirexa
32579,32045,0309101,Lamasaida,Lamasaida
32579,32045,0310501,Mundin,Mundin
32579,32045,0311299,"Pena de Abaixo",*Diseminado*
32579,32045,0312799,"Pena de Arriba",*Diseminado*
32579,32045,0313301,Requeixo,Requeixo
32579,32045,0314801,Sueirexa,Sueirexa
32579,32045,0501201,Espiñeiros,Espiñeiros
32579,32045,0502701,Louredo,Louredo
32579,32045,0503301,Manzos,Manzos
32579,32045,0504899,"Martin de Louredo",*Diseminado*
32579,32045,0505101,Outeiro,Outeiro
32579,32045,0506401,Carreira,Carreira
32579,32045,0507099,Rivadal,*Diseminado*
32579,32045,0508699,Sante,*Diseminado*
32590,32048,0902301,"Vilavella (A)","Vilavella (A)"
32590,32048,1001401,"Canda (A)","Canda (A)"
32591,32021,0101601,Campobecerros,Campobecerros
32591,32021,0102101,Sanguñedo,Sanguñedo
32591,32021,0501201,"Veiga de Nostre","Veiga de Nostre"
32591,32021,0801901,Portocamba,Portocamba
32592,32007,0501299,Gaspar,*Diseminado*
32592,32007,0502799,"Venda (A)",*Diseminado*
32592,32007,0601101,"Lamela (A)","Lamela (A)"
32592,32055,0103701,Cantoña,Cantoña
32592,32055,0104201,"Beirada (A)","Beirada (A)"
32592,32055,0201599,"Costa (A)",*Diseminado*
32592,32055,0202001,Concieiro,Concieiro
32592,32055,0204101,"Moredo (O)","Moredo (O)"
32592,32055,0205499,"Neta (A)",*Diseminado*
32592,32055,0206701,Ousende,Ousende
32592,32055,0207399,"Pousada (A)",*Diseminado*
32592,32055,0208999,Baamonde,*Diseminado*
32592,32055,0209201,Penelas,Penelas
32592,32055,0501299,"Batoca (A)",*Diseminado*
32592,32055,0502701,Golpellas,Golpellas
32593,32054,0102199,Alen,*Diseminado*
32593,32054,0104299,Arrabaldo,*Diseminado*
32593,32054,0105599,Calvelos,*Diseminado*
32593,32054,0106801,"Campos (Os)","Campos (Os)"
32593,32054,0108001,"Casar Do Mato","Casar Do Mato"
32593,32054,0110799,"Cirro (O)",*Diseminado*
32593,32054,0122799,"Porta Do Prado (A)",*Diseminado*
32593,32054,0123301,Sistis,Sistis
32593,32054,0127001,"Beleiros (Os)","Beleiros (Os)"
32593,32054,0129901,"Souto Do Rio (O)","Souto Do Rio (O)"
32593,32054,0129999,"Souto Do Rio (O)",*Diseminado*
32593,32054,0130399,"Cuqueira (A)",*Diseminado*
32593,32054,0133199,"Carretera A Estacion",*Diseminado*
32593,32054,0135999,"Ponte Do Val",*Diseminado*
32593,32054,0137801,Ramiras,Ramiras
32593,32054,0137899,Ramiras,*Diseminado*
32593,32054,0139701,"Santa Cruz","Santa Cruz"
32593,32054,1709401,Untes,Untes
32593,32054,1710801,Barrio,Barrio
32593,32054,1710899,Barrio,*Diseminado*
32600,32085,0201501,Cabreiroa,Cabreiroa
32600,32085,1401001,Verin,Verin
32610,32071,0101601,"Castrelo de Abaixo","Castrelo de Abaixo"
32610,32071,0102101,Silva,Silva
32610,32071,0201501,"Castrelo de Cima","Castrelo de Cima"
32610,32071,0202001,Covelas,Covelas
32610,32071,0203601,Mourisco,Mourisco
32610,32071,0204101,"San Paio","San Paio"
32610,32071,0205401,"Veiga Do Seixo","Veiga Do Seixo"
32610,32071,0301499,Mente,*Diseminado*
32610,32071,0302901,"Navallo (O)","Navallo (O)"
32610,32071,0303501,"Pena Do Souto","Pena Do Souto"
32610,32071,0506401,"Ventas Da Barreira","Ventas Da Barreira (As)"
32610,32071,0701001,Cortegada,Cortegada
32610,32071,0705901,Pedrosa,Pedrosa
32610,32071,0709799,Valfarto,*Diseminado*
32610,32091,0401301,Feilas,Feilas
32610,32091,0401399,Feilas,*Diseminado*
32611,32050,0701001,Monterrei,Monterrei
32611,32071,0402801,Progo,Progo
32611,32071,0403401,"Santa Baia","Santa Baia"
32611,32071,0404901,"Vilariño Das Touzas","Vilariño Das Touzas"
32611,32071,0501201,Ferreiras,Ferreiras
32611,32071,0502701,Florderrei,Florderrei
32611,32071,0503301,Marcelin,Marcelin
32611,32071,0504801,Rios,Rios
32611,32071,0505101,Romariz,Romariz
32612,32021,0701001,Monteveloso,Monteveloso
32612,32021,0702501,Piornedo,"Piorndedo (O)"
32612,32071,0401301,Pousada,Pousada
32612,32071,0601101,Mañoas,Mañoas
32612,32071,0602601,Rubios,Rubios
32612,32071,0702501,Domiz,Domiz
32612,32071,0703101,Eirexa,Eirexa
32612,32071,0704601,Miros,Miros
32612,32071,0706201,Sarreaus,Sarreaus
32612,32071,0707801,Souto,Souto
32612,32071,0708401,"San Pedro de Trasverea","San Pedro de Trasverea"
32612,32071,0710101,Veiguiña,Veiguiña
32612,32071,0801901,Fumaces,Fumaces
32612,32071,0802401,"San Cristovo","San Cristovo"
32612,32071,0803001,"Trepa (A)","Trepa (A)"
32613,32053,0101601,Bouses,Bouses
32613,32053,0201501,"Chas (As)","Chas (As)"
32613,32053,0301401,"Casas Dos Montes (As)","Casas Dos Montes (As)"
32613,32053,0302901,"Granxa (A)","Granxa (A)"
32613,32053,0401301,Oimbra,Oimbra
32613,32053,0402801,"Rosal (O)","Rosal (O)"
32613,32053,0601101,"San Cibrao","San Cibrao"
32613,32053,0701001,Espiño,Espiño
32613,32053,0702501,Videferre,Videferre
32614,32091,0601101,"Bemposta (A)","Bemposta (A)"
32614,32091,0602601,Devesa,Devesa
32614,32091,0603201,"Hospital (O)","Hospital (O)"
32614,32091,0604701,Osoño,Osoño
32614,32091,0604799,Osoño,*Diseminado*
32614,32091,0605001,"Veiga Das Meas (A)","Veiga Das Meas (A)"
32614,32091,1201201,Bustelo,Bustelo
32614,32091,1203301,"Fraira (A)","Fraira (A)"
32614,32091,1204801,"Moimenta (A)","Moimenta (A)"
32614,32091,1205101,"Santa Maria","Santa Maria"
32614,32091,1206401,Traseirexa,Traseirexa
32614,32091,1206499,Traseirexa,*Diseminado*
32615,32085,0101601,Abedes,Abedes
32616,32091,0101601,Arzadegos,Arzadegos
32616,32091,0102101,"Florderrei Vello","Florderrei Vello"
32616,32091,0301401,Enxames,Enxames
32616,32091,0501201,Moialde,Moialde
32616,32091,0801901,Soutocovo,Soutocovo
32616,32091,0802401,Terroso,Terroso
32616,32091,0901801,"Vilarello Da Cota","Vilarello Da Cota"
32616,32091,1001401,"Vilar de Cervos","Vilar de Cervos"
32616,32091,1101301,Vilardevos,Vilardevos
32616,32091,1202701,"Dona Elvira","Dona Elvira"
32616,32091,1202799,"Dona Elvira",*Diseminado*
32617,32091,0201501,Arzoa,Arzoa
32617,32091,0202001,"Trabe (A)","Trabe (A)"
32617,32091,0203601,Berrande,Berrande
32617,32091,0204101,Lamasdeite,Lamasdeite
32617,32091,0502701,"Santa Comba","Santa Comba"
32617,32091,0701001,Rexosende,Rexosende
32617,32091,0702501,Soutochao,Soutochao
32617,32091,0703101,Tomonte,Tomonte
32617,32091,0703199,Tomonte,*Diseminado*
32618,32050,0101601,Albarellos,Albarellos
32618,32050,0301401,Caridad,Caridad
32618,32050,0302901,Flariz,Flariz
32618,32050,0303501,Sandin,Sandin
32618,32050,0401301,Guimarei,Guimarei
32618,32050,0401399,Guimarei,*Diseminado*
32618,32050,0402801,Infesta,Infesta
32618,32050,0501201,"Madanela (A)","Madanela (A)"
32618,32050,0601101,Medeiros,Medeiros
32618,32050,0801999,Paradiña,*Diseminado*
32618,32050,0901801,"San Cristovo","San Cristovo"
32618,32050,1101301,"Salgueira (A)","Salgueira (A)"
32618,32050,1102801,Vilaza,Vilaza
32618,32050,1102899,Vilaza,*Diseminado*
32619,32085,0701001,Pazos,Pazos
32620,32039,0402801,Correchouso,Correchouso
32620,32039,0403401,"Navallo (O)","Navallo (O)"
32620,32039,0601101,Cimadevila,Cimadevila
32620,32039,0602601,Laza,Laza
32620,32039,0603201,Souteliño,Souteliño
32620,32039,0801901,Arcucelos,Arcucelos
32620,32039,0802401,Retorta,Retorta
32621,32039,0201501,Camba,Camba
32621,32039,0501201,Cerdedelo,Cerdedelo
32621,32039,0501299,Cerdedelo,Cerdedelo
32621,32039,0502799,"Pereiro (O)","Pereiro (O)"
32621,32039,0901801,Toro,Toro
32621,32039,1001401,Eiras,Eiras
32621,32039,1002901,Trez,Trez
32622,32039,0101601,"Albergueria (A)","Albergueria (A)"
32622,32039,0301401,Carraxo,Carraxo
32622,32039,0302901,"Santo (O)","Santo (O)"
32622,32039,0401301,"Castro (O)","Castro (O)"
32622,32039,0404901,Naveaus,Naveaus
32622,32039,0405201,"Soutelo Verde","Soutelo Verde"
32622,32039,0406501,Tamicelas,Tamicelas
32622,32039,0407101,Vilamea,Vilamea
32622,32039,0408799,Carraxoó,*Diseminado*
32623,32039,0701001,Matama,Matama
32623,32039,0801901,Arcucelos,Arcucelos
32624,32021,0401301,"Nocedo Do Val","Nocedo Do Val"
32624,32050,0201501,Estevesiños,Estevesiños
32624,32050,0202001,Mixos,Mixos
32624,32050,0702501,"Pousa (A)","Pousa (A)"
32624,32050,1001401,Vences,Vences
32625,32021,0201501,"Castrelo Do Val","Castrelo Do Val"
32625,32021,0301401,Gondulfes,Gondulfes
32625,32021,0302999,Marban,*Diseminado*
32625,32021,0401301,"Nocedo Do Val","Nocedo Do Val"
32626,32021,0601101,Pepin,Pepin
32626,32021,0602699,Ribas,*Diseminado*
32626,32021,0901801,Fontefria,Fontefria
32626,32021,0902399,"San Paio",*Diseminado*
32626,32021,0903901,Servoi,Servoi
32626,32021,0904401,Vilar,Vilar
32630,32032,2002401,"Xinzo de Limia","Xinzo de Limia"
32631,32032,0101601,Boado,Boado
32631,32032,0102199,"Porto Alto",*Diseminado*
32631,32032,1701701,"Piñeira Seca","Piñeira Seca"
32631,32032,1901501,Pidre,Pidre
32631,32032,1902001,Solveira,Solveira
32631,32078,0401399,Couso,*Diseminado*
32631,32078,0402801,Freande,Freande
32631,32078,0403401,"Freixo (O)","Freixo (O)"
32631,32078,0701001,Paradiña,Paradiña
32631,32078,0702501,"Vilariño Frio","Vilariño Frio"
32631,32078,0801901,Perrelos,Perrelos
32631,32078,0901801,Padroso,Padroso
32631,32078,0902301,Sas,Sas
