codigo_postal,municipio_id
08204,08187
08205,08187
08206,08187
08207,08187
08208,08187
08210,08252
08211,08051
08212,08223
08213,08167
08214,08904
08220,08200
08221,08279
08222,08279
08223,08279
08224,08279
08225,08279
08226,08279
08227,08279
08228,08279
08230,08120
08231,08290
08232,08300
08233,08291
08240,08113
08241,08053
08241,08113
08242,08113
08243,08113
08250,08218
08251,08062
08251,08192
08253,08098
08254,08182
08255,08059
08256,08002
08256,08178
08257,08246
08259,08084
08260,08274
08261,08047
08262,08038
08263,08229
08269,08141
08269,08229
08270,08140
08271,08010
08272,08213
08273,08258
08274,08212
08275,08034
08275,08128
08278,08139
08278,08277
08279,08012
08280,08031
08281,08036
08281,08170
08281,08189
08281,25136
08282,08176
08282,08228
08283,08060
08289,08071
08289,08297
08289,25192
08290,08266
08291,08180
08292,08076
08293,08069
08294,08025
08295,08262
08296,08053
08297,08061
08298,08242
08299,08179
08301,08121
08302,08121
08303,08121
08304,08121
08310,08009
08317,08153
08318,08075
08319,08075
08320,08118
08328,08003
08329,08281
08330,08172
08338,08230
08339,08214
08340,08219
08348,08030
08349,08029
08350,08006
08358,08007
08359,08193
08360,08040
08370,08035
08380,08110
08389,08155
08390,08126
08391,08282
08392,08197
08393,08032
08394,08264
08395,08235
08396,08203
08397,08163
08398,08261
08401,08096
08402,08096
08403,08096
08410,08902
08415,08023
08416,08023
08420,08041
08430,08181
08440,08046
08445,08042
08450,08106
08455,08306
08458,08234
08459,08198
08460,08259
08461,08207
08469,08081
08469,08137
08470,08202
08471,08294
08472,08039
08474,08097
08476,08202
08479,08081
08480,08005
08490,08284
08495,08082
08500,08298
08503,08100
08503,08199
08504,08220
08504,08241
08505,08247
08506,08037
08507,08246
08508,08117
08509,08243
08510,08116
08510,08183
08511,08254
08511,08280
08512,08215
08513,08171
08514,08109
08515,08225
08516,08149
08517,08188
08517,08255
08518,08151
08519,08083
08519,08275
08519,08298
08519,08303
08520,08086
08521,08086
08522,08111
08529,08129
08530,08088
08540,08067
08550,08017
08551,08283
08552,08278
08553,08269
08554,08269
08559,08026
08560,08112
08569,08254
08569,08901
08570,08285
08571,08265
08572,08233
08573,08150
08580,08237
08584,08253
08585,08131
08586,08195
08587,08004
08588,08272
08589,08160
08589,08201
08589,08271
08590,08134
08591,08014
08592,08224
08593,08276
08600,08022
08604,08057
08605,08130
08607,08216
08610,08011
08611,08144
08612,08132
08613,08299
08614,08078
08617,08045
08618,08050
08619,08024
08619,08177
08620,08263
08629,08289
08630,08001
08635,08208
08640,08147
08650,08191
08660,08018
08660,08270
08670,08141
08672,08090
08673,08308
08680,08092
08690,08244
08691,08127
08692,08175
08693,08049
08694,08099
08694,08903
08695,08016
08695,08093
08696,08052
08696,08166
08697,08190
08697,25910
08698,08080
08698,08142
08698,08242
08698,08268
08699,08293
08700,08102
08710,08250
08711,08143
08712,08226
08717,08008
08717,08133
08717,25216
08718,08028
08719,08063
08719,08103
08719,08185
08720,08305
08729,08058
08730,08251
08731,08227
08732,08058
08732,08065
08733,08164
08734,08013
08734,08145
08735,08304
08736,08085
08737,08288
08738,08168
08739,08273
08740,08196
08750,08123
08753,08157
08754,08158
08755,08054
08756,08905
08757,08072
08758,08068
08759,08295
08760,08114
08769,08066
08770,08240
08773,08122
08775,08287
08776,08232
08777,08236
08779,08104
08780,08157
08781,08162
08782,08119
08783,08119
08784,08161
08785,08292
08786,08044
08787,08048
08787,08152
08787,08165
08787,08257
08788,08302
08789,08286
08790,08091
08791,08222
08792,08094
08792,08249
08793,08013
08794,08027
08795,08146
08796,08154
08797,08174
08798,08013
08798,08206
08799,08145
08800,08307
08801,08279
08810,08231
08811,08043
08812,08231
08818,08148
08820,08169
08830,08200
08840,08301
08849,08204
08850,08089
08859,08020
08860,08056
08860,08270
08870,08270
08871,08270
08872,08270
08880,08074
08901,08101
08902,08101
08903,08101
08904,08101
08905,08101
08906,08101
08907,08101
08908,08101
08911,08015
08912,08015
08913,08015
08914,08015
08915,08015
08916,08015
