codigo_postal,municipio_id,nombre_entidad_singular,year
23239,23008,"PORROSILLO (EL)",2013
23240,23063,"NAVAS DE SAN JUAN",2013
23250,23079,"SANTISTEBAN DEL PUERTO",2013
23260,23025,CASTELLAR,2013
23264,23029,"CHICLANA DE SEGURA",2013
23265,23062,"VENTA DE LOS SANTOS",2013
23266,23062,MONTIZON,2013
23267,23062,MONTIZON,2013
23268,23029,"MOCHUELOS (LOS)",2013
23269,23029,CAMPORREDONDO,2013
23270,23084,"SORIHUELA DEL GUADALIMAR",2013
23280,23012,"BEAS DE SEGURA",2013
23289,23012,"PRADOS DE ARMIJO",2013
23289,23905,"ARROYO DEL OJANCO",2013
23290,23904,"TEATINOS (LOS)",2013
23291,23904,"SOLANA DE PADILLA",2013
23292,23043,VENTA,2013
23293,23043,"CAÑADA MORALES",2013
23293,23081,"ROBLEDO (EL)",2013
23294,23081,"JUNTAS (LAS)",2013
23294,23904,TOBOS,2013
23295,23081,"ARROYO CANALES",2013
23296,23904,VITES,2013
23297,23904,"TOBA (LA)",2013
23298,23904,"PEGUERA DEL MADROÑO",2013
23300,23095,SIERRA,2013
23310,23095,SIERRA,2013
23311,23080,"SANTO TOME",2013
23312,23095,"CALERUELA (LA)",2013
23314,23092,VERACRUZ,2013
23315,23095,"HERRERA-PUENTE CONDADO",2013
23320,23088,TORREPEROGIL,2013
23330,23097,"VILLANUEVA DEL ARZOBISPO",2013
23337,23043,TRANCO,2013
23338,23048,BATANEJO,2013
23339,23097,GUTAR,2013
23340,23081,"PANTANO DEL GUADALMENA",2013
23340,23905,"ARROYO DEL OJANCO",2013
23350,23071,"TAMARAL (EL)",2013
23359,23071,"PUENTE DE GENAVE",2013
23360,23072,"PUERTA DE SEGURA (LA)",2013
23369,23072,"YEGUERIZOS (LOS)",2013
23370,23065,ORCERA,2013
23379,23081,"SEGURA DE LA SIERRA",2013
23380,23082,"VEGA DE CASTROBAYONA",2013
23390,23016,"SIERRA (LA)",2013
23391,23091,"TORRES DE ALBANCHEZ",2013
23392,23037,ALMOHADILLA,2013
23393,23101,VILLARRODRIGO,2013
23400,23092,UBEDA,2013
23410,23075,SABIOTE,2013
23411,23009,"YEDRA (LA)",2013
23412,23074,"MARMOL (EL)",2013
23413,23092,"SANTA EULALIA",2013
23420,23020,CANENA,2013
23430,23074,RUS,2013
23440,23009,VILLAPARDILLO,2013
23450,23046,IBROS,2013
23460,23066,TOYA,2013
23468,23066,"PEAL DE BECERRO",2013
23469,23028,VALDECAZORLA,2013
23469,23092,"SAN MIGUEL",2013
23470,23028,"NAVA DE SAN PEDRO",2013
23470,23030,"CAÑADA DEL MORO",2013
23476,23047,"IRUELA (LA)",2013
23477,23030,CHILLUEVAR,2013
23478,23904,"LOMA DE MARIA ANGELA",2013
23479,23028,"VALLE (EL)",2013
23479,23047,"ARROYO FRIO",2013
23480,23073,ACRA,2013
23485,23028,"ALMICERAN (EL)",2013
23485,23066,"SIERRA DE EL ALMICERAN",2013
23485,23070,"POZO ALCON",2013
23486,23042,HINOJARES,2013
23486,23070,FONTANAR,2013
23487,23045,HUESA,2013
23488,23033,"ROSALES (LOS)",2013
23488,23073,"ROSALES (LOS)",2013
23489,23073,"TISCAR-DON PEDRO",2013
23490,23046,"BARRIADA DEL PUENTE",2013
23490,23055,"ESTACION LINARES-BAEZA",2013
23499,23094,MIRAELRIO,2013
23500,23053,JODAR,2013
23509,23092,DONADIO,2013
23510,23085,TORREBLASCOPEDRO,2013
23519,23057,GUADALIMAR,2013
23519,23085,"CAMPILLO DEL RIO",2013
23520,23014,BEGIJAR,2013
23528,23057,LUPION,2013
23529,23009,"PUENTE DEL OBISPO",2013
23529,23014,"ESTACION DE BEGIJAR",2013
23529,23058,SOTOGORDO,2013
23529,23903,"VADOS DE TORRALBA",2013
23530,23052,JIMENA,2013
23537,23902,"ERMITA Y TORREON CUADROS",2013
23538,23001,HUTAR,2013
23539,23009,"ESCUELAS (LAS)",2013
23539,23902,GARCIEZ,2013
23540,23090,TORRES,2013
23550,23017,"CABRA DEL SANTO CRISTO",2013
23560,23044,HUELMA,2013
23568,23015,"BELMEZ DE LA MORALEDA",2013
23569,23043,CAPELLANIA,2013
23569,23044,SOLERA,2013
23590,23017,"ESTACION DE CABRA",2013
23591,23017,"ESTACION DE HUESA",2013
23591,23054,LARVA,2013
23600,23060,"MADROÑO (EL)",2013
23610,23034,"FUENSANTA DE MARTOS",2013
23611,23041,"HIGUERA DE CALATRAVA",2013
23612,23077,"SANTIAGO DE CALATRAVA",2013
23614,23060,"CASILLAS (LAS)",2013
23615,23060,"MONTE LOPE-ALVAREZ",2013
23616,23034,VADOHORNILLO,2013
23620,23061,MENGIBAR,2013
23628,23027,CAZALILLA,2013
23628,23032,ESPELUY,2013
23629,23049,JABALQUINTO,2013
23630,23903,VILLARGORDO,2013
23638,23903,TORREQUEBRADILLA,2013
23639,23050,"INFANTAS (LAS)",2013
23640,23086,TORREDELCAMPO,2013
23650,23087,TORREDONJIMENO,2013
23657,23031,ESCAÑUELA,2013
23658,23051,JAMILENA,2013
23659,23098,VILLARDOMPARDO,2013
23660,23003,ALCAUDETE,2013
23669,23003,NOGUERONES,2013
23670,23026,"MARROQUIN-ENCINA HERMOSA",2013
23680,23002,VILLALOBOS,2013
23684,23002,"RABITA (LA)",2013
23685,23002,"GRAGERAS (LAS)",2013
23685,23003,SABARIEGO,2013
23686,23002,"ERMITA NUEVA",2013
23686,23033,"BARRANCOS (LOS)",2013
23687,23002,CHARILLA,2013
23688,23002,VILLALOBOS,2013
23689,23002,"VENTA DE AGRAMADEROS",2013
23690,23033,"SOLANA DE LA PARRA",2013
23691,23002,"RIBERA BAJA",2013
23691,23033,"PUERTO BLANCO",2013
23692,23002,"SANTA ANA",2013
23693,23026,"VENTAS DEL CARRIZAL",2013
23700,23055,LINARES,2013
23710,23010,BAILEN,2013
23711,23011,"BAÑOS DE LA ENCINA",2013
23712,23049,JABALQUINTO,2013
23713,23055,"ARRAYANES-LA CRUZ-LA LAGU",2013
23713,23094,"PANTANO DEL GUADALEN",2013
23720,23032,"POBLADO DEL IARA",2013
23730,23096,"VILLANUEVA DE LA REINA",2013
23740,23005,"ATALAYA (LA)",2013
23746,23040,LAHIGUERA,2013
23747,23005,"VEGAS DE TRIANA",2013
23747,23009,"VEGA DE SANTA MARIA (LA)",2013
23748,23005,"VIRGEN DE LA CABEZA",2013
23749,23005,"VILLARES (LOS)",2013
23749,23096,"QUINTERIA (LA)",2013
23750,23007,ARJONILLA,2013
23760,23006,SALTILLO,2013
23770,23059,MARMOLEJO,2013
23780,23056,LOPERA,2013
23790,23069,PORCUNA,2013
24001,24089,LEON,2013
24002,24089,LEON,2013
24003,24089,LEON,2013
24003,24115,"FLORES DEL SIL",2013
24004,24089,LEON,2013
24005,24089,LEON,2013
24006,24089,LEON,2013
24007,24089,LEON,2013
24008,24089,LEON,2013
24009,24089,ARMUNIA,2013
24009,24142,"TROBAJO DEL CAMINO",2013
24010,24089,LEON,2013
24010,24142,"BARRIO DE PINILLA",2013
24100,24202,VILLABLINO,2013
24110,24202,"CABOALLES DE ABAJO",2013
24111,24202,"CABOALLES DE ARRIBA",2013
24112,24202,"VILLAGER DE LACIANA",2013
24113,24202,VILLABLINO,2013
24114,24202,"RABANAL DE ARRIBA",2013
24120,24167,GARAÑO,2013
24121,24163,"SARIEGOS DEL BERNESGA",2013
24122,24061,LORENZANA,2013
24123,24040,VIÑAYO,2013
24124,24158,VILLAPODAMBRE,2013
24124,24167,QUINTANILLA,2013
24125,24167,VILLACEID,2013
24126,24132,OTERICO,2013
24126,24167,VILLAYUSTE,2013
24127,24132,PANDORADO,2013
24127,24184,VALDESAMARIO,2013
24130,24101,"MURIAS DE PAREDES",2013
24131,24132,"OMAÑUELA (LA)",2013
24132,24132,"SANTIBAÑEZ DE ARIENZA",2013
24133,24101,VEGAPUJIN,2013
24133,24132,"VILLAR DE OMAÑA",2013
24134,24101,SABUGO,2013
24134,24132,OMAÑON,2013
24135,24101,"VILLANUEVA DE OMAÑA",2013
24136,24101,VILLABANDIN,2013
24137,24101,VIVERO,2013
24138,24202,"VILLAR DE SANTIAGO (EL)",2013
24139,24202,"SOSAS DE LACIANA",2013
24140,24202,"VILLASECA DE LACIANA",2013
24141,24029,"VEGA DE VIEJOS",2013
24142,24029,"VEGA DE VIEJOS",2013
24143,24029,"TORRE DE BABIA",2013
24143,24145,"ROBLEDO DE BABIA",2013
24144,24145,VILLASECINO,2013
24145,24145,"VILLAFELIZ DE BABIA",2013
24145,24164,"SENA DE LUNA",2013
24146,24164,"VEGA DE ROBLEDO (LA)",2013
24148,24012,"MALLO DE LUNA",2013
24149,24012,"VEGA DE CABALLEROS",2013
24150,24067,"QUINTANILLA DE LOSADA",2013
24150,24151,"DEVESA DE CURUEÑO",2013
24150,24201,"CEREZALES DEL CONDADO",2013
24151,24151,"GALLEGOS DE CURUEÑO",2013
24152,24199,VEGAQUEMADA,2013
24153,24201,"VEGAS DEL CONDADO",2013
24154,24201,"VILLANUEVA DEL CONDADO",2013
24155,24201,"VILLAFRUELA DEL CONDADO",2013
24156,24175,"SANTIBAÑEZ DE PORMA",2013
24160,24079,VALDEALCON,2013
24161,24063,"SAHECHORES DE RUEDA",2013
24161,24079,VILLANOFAR,2013
24162,24225,VILLAFAÑE,2013
24163,24201,"CASTRILLO DEL CONDADO",2013
24163,24225,VILLIMER,2013
24164,24079,VILLARMUN,2013
24165,24079,VILLARRATEL,2013
24166,24079,VALDEALCON,2013
24170,24004,CANALEJAS,2013
24170,24052,CORCOS,2013
24171,24004,"VILLAVERDE DE ARCAYOS",2013
24171,24226,VALDAVIDA,2013
24172,24051,"SAELICES DEL RIO",2013
24172,24215,VILLACALABUEY,2013
24172,24229,"VELILLA DE VALDERADUEY",2013
24174,24051,CEA,2013
24175,24215,VILLAPECEÑIL,2013
24190,24089,ARMUNIA,2013
24190,24142,"SAN ANDRES DEL RABANEDO",2013
24191,24142,VILLABALTER,2013
24192,24089,"TROBAJO DEL CERECEDO",2013
24192,24105,VILECHA,2013
24193,24222,VILLAQUILAMBRE,2013
24194,24162,VILLACEDRE,2013
24195,24175,VILLAVENTE,2013
24195,24222,"VILLAOBISPO DE LAS REGUER",2013
24196,24163,"CARBAJAL DE LA LEGUA",2013
24197,24222,"VILLARRODRIGO DE LAS REGU",2013
24198,24189,"VIRGEN DEL CAMINO (LA)",2013
24199,24227,"SANTA OLAJA DE LA RIBERA",2013
24200,24188,"VALENCIA DE DON JUAN",2013
24205,24188,CABAÑAS,2013
24206,24042,CASTILFALE,2013
24206,24074,"FUENTES DE CARBAJAL",2013
24206,24178,VALDEMORA,2013
24206,24203,VILLABRAZ,2013
24207,24099,ZALAMILLAS,2013
24207,24203,ALCUETAS,2013
24208,24107,"VALDESAZ DE LOS OTEROS",2013
24209,24081,"SAN ROMAN DE LOS OTEROS",2013
24209,24107,"PAJARES DE LOS OTEROS",2013
24210,24094,"MANSILLA DE LAS MULAS",2013
24212,24027,"CABAÑAS RARAS",2013
24217,24095,"VILLAVERDE DE SANDOVAL",2013
24218,24094,VILLOMAR,2013
24218,24180,VILLALQUITE,2013
24219,24225,VILLIGUER,2013
24220,24181,VALDERAS,2013
24221,24032,CAMPAZAS,2013
24222,24902,VILLAORNATE,2013
24223,24073,"FRESNO DE LA VEGA",2013
24223,24098,"BARRIO DE LA ESTACION",2013
24223,24107,"POBLADURA DE LOS OTEROS",2013
24224,24028,"JABARES DE LOS OTEROS",2013
24224,24062,"GIGOSOS DE LOS OTEROS",2013
24224,24107,"VELILLA DE LOS OTEROS",2013
24225,24033,VILLAVIDEL,2013
24225,24058,"SAN JUSTO DE LOS OTEROS",2013
24225,24218,"VILLANUEVA DE LAS MANZANA",2013
24226,24225,VILLARENTE,2013
24226,24227,VILLATURIEL,2013
24227,24175,VILLACETE,2013
24228,24175,"VILLASECA DE LA SOBARRIBA",2013
24230,24187,FARBALLES,2013
24231,24065,CEMBRANOS,2013
24231,24105,"VILORIA DE LA JURISDICCIO",2013
24232,24006,VILLALOBAR,2013
24233,24006,VILLALOBAR,2013
24233,24212,BENAMARIEL,2013
24234,24088,VILLAMORICO,2013
24234,24212,"SAN ESTEBAN",2013
24235,24221,VILLAQUEJIDA,2013
24236,24221,VILLAFER,2013
24237,24149,"SAN MILLAN DE LOS CABALLE",2013
24237,24168,"TORAL DE LOS GUZMANES",2013
24237,24207,"VILLADEMOR DE LA VEGA",2013
24238,24002,ALGADEFE,2013
24238,24211,VILLARRABINES,2013
24239,24054,LORDEMANOS,2013
24240,24157,"SANTA MARIA DEL PARAMO",2013
24248,24087,"SAN PEDRO DE LAS DUEÑAS",2013
24248,24174,"URDIALES DEL PARAMO",2013
24249,24017,"ZUARES DEL PARAMO",2013
24249,24087,"SOGUILLO DEL PARAMO",2013
24249,24113,"POBLADURA DE PELAYO GARCI",2013
24249,24230,"ZAMBRONCINOS DEL PARAMO",2013
24250,24065,MOZONDIGA,2013
24250,24187,VILLIBAÑE,2013
24251,24006,CILLANUEVA,2013
24251,24065,BANUNCIAS,2013
24251,24105,"ANTIMIO DE ABAJO",2013
24252,24017,"BERCIANOS DEL PARAMO",2013
24252,24150,"SAN PEDRO BERCIANOS",2013
24252,24174,"VILLARRIN DEL PARAMO",2013
24253,24176,"VALDEFUENTES DEL PARAMO",2013
24257,24021,CERECEDO,2013
24270,24039,"VILLANUEVA DE CARRIZO",2013
24271,24092,"VILLAVICIOSA DE LA RIBERA",2013
24272,24055,"CIMANES DEL TEJAR",2013
24273,24055,VILLARROQUEL,2013
24273,24104,"SANTIAGO DEL MOLINILLO",2013
24274,24133,"ESPINOSA DE LA RIBERA",2013
24275,24133,"TAPIA DE LA RIBERA",2013
24275,24158,"SELGA DE ORDAS",2013
24276,24158,"VILLARRODRIGO DE ORDAS",2013
24277,24158,"RIOCASTRILLO DE ORDAS",2013
24280,24015,"BENAVIDES DE ORBIGO",2013
24281,24015,"VEGA DE ANTOÑAN",2013
24282,24142,VILLABALTER,2013
24282,24189,"MONTEJOS DEL CAMINO",2013
24283,24039,"QUIÑONES DEL RIO",2013
24284,24173,ARMELLADA,2013
24285,24015,"QUINTANILLA DEL MONTE",2013
24285,24123,RIOFRIO,2013
24285,24173,TURCIA,2013
24286,24082,"PUENTE DE ORBIGO",2013
24287,24015,"GUALTARES DE ORBIGO",2013
24287,24224,"SAN FELIZ DE ORBIGO",2013
24288,24223,"ESTEBANEZ DE LA CALZADA",2013
24288,24224,"VILLARES DE ORBIGO",2013
24290,24153,"SANTA CRISTINA DE VALMADR",2013
24291,24097,"SANTA MARIA DE LOS OTEROS",2013
24292,24190,"VALVERDE ENRIQUE",2013
24293,24084,VALDEMORILLA,2013
24294,24078,GORDONCILLO,2013
24300,24014,BEMBIBRE,2013
24310,24071,"RIBERA DE FOLGOSO (LA)",2013
24310,24170,"ALBARES DE LA RIBERA",2013
24311,24071,"VILLAVICIOSA DE SAN MIGUE",2013
24312,24071,BOEZA,2013
24312,24083,IGÜEÑA,2013
24313,24083,"URDIALES DE COLINAS",2013
24314,24049,"VILLAVERDE DE LOS CESTOS",2013
24315,24014,"SAN ESTEBAN DEL TORAL",2013
24315,24071,"VALLE (EL)",2013
24316,24049,VILORIA,2013
24317,24170,"VENTAS DE ALBARES (LAS)",2013
24318,24014,"SAN ROMAN DE BEMBIBRE",2013
24319,24014,VIÑALES,2013
24319,24083,"QUINTANA DE FUSEROS",2013
24319,24102,"SAN JUSTO DE CABANILLAS",2013
24320,24139,SAHAGUN,2013
24323,24050,"CASTROTIERRA DE VALMADRIG",2013
24323,24190,"VEGUELLINA (LA)",2013
24324,24086,"VALDESPINO DE VACA",2013
24324,24191,VILLEZA,2013
24325,24018,"BERCIANOS DEL REAL CAMINO",2013
24325,24077,"GORDALIZA DEL PINO",2013
24326,24139,VILLALMAN,2013
24327,24229,"VILLAVELASCO DE VALDERADU",2013
24328,24051,"SAN PEDRO DE VALDERADUEY",2013
24328,24139,"SOTILLO DE CEA",2013
24328,24229,"VILLAZANZO DE VALDERADUEY",2013
24329,24087,"SAN PEDRO DE LAS DUEÑAS",2013
24329,24139,"SAN PEDRO DE LAS DUEÑAS",2013
24330,24160,VALDEARCOS,2013
24339,24160,RELIEGOS,2013
24339,24217,"VILLAMORATIEL DE LAS MATA",2013
24340,24080,"GRAJAL DE CAMPOS",2013
24341,24069,"ESCOBAR DE CAMPOS",2013
24342,24031,CODORNILLOS,2013
24343,24024,VILLAMUÑIO,2013
24343,24156,"STA M DEL MONTE DE CEA",2013
24344,24024,VILLAMUÑIO,2013
24344,24156,VILLAMIZAR,2013
24344,24213,"VILLAMARTIN DE DON SANCHO",2013
24344,24226,VILLASELAN,2013
24345,24160,VILLAMARCO,2013
24346,24197,"VEGA DE INFANZONES",2013
24347,24105,"TORNEROS DEL BERNESGA",2013
24347,24197,VILLADESOTO,2013
24350,24223,"VEGUELLINA DE ORBIGO",2013
24356,24026,"SAN PEDRO DE PEGAS",2013
24356,24228,VALDESANDINAS,2013
24357,24026,"SAN PEDRO DE PEGAS",2013
24358,24223,"VILLORIA DE ORBIGO",2013
24359,24144,"VILLAMEDIANA DE LA VEGA",2013
24359,24148,NISTAL,2013
24360,24210,BRAÑUELAS,2013
24367,24210,VILLAGATON,2013
24368,24210,VILLAR,2013
24369,24210,"VALBUENA DE LA ENCOMIENDA",2013
24370,24170,"MATAVENERO Y POIBUENO",2013
24374,24083,ALMAGARINOS,2013
24374,24170,"TREMOR DE ABAJO",2013
24375,24083,"RODRIGATOS DE LAS REGUERA",2013
24376,24083,"ESPINA DE TREMOR",2013
24377,24083,"TREMOR DE ARRIBA",2013
24378,24170,"SAN FACUNDO",2013
24379,24170,"SANTA MARINA DE TORRE",2013
24379,24210,"SILVA (LA)",2013
24380,24122,"PUENTE DE DOMINGO FLOREZ",2013
24384,24122,"SALAS DE LA RIBERA",2013
24385,24122,"SAN PEDRO DE TRONES",2013
24386,24122,YERES,2013
24387,24122,"ROBLEDO DE SOBRECASTRO",2013
24388,24016,YEBRA,2013
24389,24016,"SOTILLO DE CABRERA",2013
24389,24122,"SALAS DE LA RIBERA",2013
24390,24038,"VILLAVERDE DE LA ABADIA",2013
24391,24065,"ANTIMIO DE ARRIBA",2013
24391,24162,"QUINTANA DE RANEROS",2013
24391,24189,"FRESNO DEL CAMINO",2013
24392,24055,"VELILLA DE LA REINA",2013
24392,24065,"VILLAR DE MAZARIFE",2013
24392,24205,"VILLADANGOS DEL PARAMO",2013
24393,24026,"MILLA DEL PARAMO (LA)",2013
24393,24055,"ALCOBA DE LA RIBERA",2013
24393,24159,VILLAVANTE,2013
24394,24182,CARRAL,2013
24395,24148,NISTAL,2013
24395,24182,CUEVAS,2013
24396,24093,ZACOS,2013
24397,24093,PORQUEROS,2013
24397,24123,VILLARMERIEL,2013
24398,24049,CALAMOCOS,2013
24398,24057,"SAN MIGUEL DE LAS DUEÑAS",2013
24398,24100,PARADASOLANA,2013
24400,24115,PONFERRADA,2013
24401,24115,PONFERRADA,2013
24402,24115,PONFERRADA,2013
24403,24115,DEHESAS,2013
24404,24115,CUATROVIENTOS,2013
24410,24007,"SAN JUAN DE LA MATA",2013
24410,24034,"VALGOMA (LA)",2013
24411,24115,"FUENTES NUEVAS",2013
24412,24027,"CABAÑAS RARAS",2013
24413,24100,"RIEGO DE AMBROS",2013
24413,24115,CAMPO,2013
24414,24115,"VILLAR DE LOS BARRIOS",2013
24415,24115,"VILLANUEVA DE VALDUEZA",2013
24416,24115,"SANTO TOMAS DE LAS OLLAS",2013
24420,24070,FABERO,2013
24424,24115,DEHESAS,2013
24428,24070,"OTERO DE NARAGUANTES",2013
24429,24070,"SAN PEDRO DE PARADELA",2013
24429,24112,TRASCASTRO,2013
24430,24196,"VEGA DE ESPINAREDA",2013
24433,24036,VILLASUMIL,2013
24434,24070,FONTORIA,2013
24434,24196,"VILLAR DE OTERO",2013
24435,24196,"VALLE DE FINOLLEDO",2013
24436,24196,"BUSTARGA (LA)",2013
24437,24196,PENOSELO,2013
24438,24019,"SAN MIGUEL DE LANGRE",2013
24438,24169,"TOMBRIO DE ARRIBA",2013
24439,24143,SANCEDO,2013
24439,24196,"ESPINO (EL)",2013
24440,24041,"LAGO DE CARUCEDO",2013
24441,24041,VILLARRANDO,2013
24441,24206,VALIÑA,2013
24442,24036,BALOUTA,2013
24442,24041,"MEDULAS (LAS)",2013
24443,24022,"SAN JUAN DE PALUEZAS",2013
24444,24022,VOCES,2013
24445,24119,"SANTALLA DEL BIERZO",2013
24446,24119,VILLAVIEJA,2013
24447,24119,"VILLALIBRE DE LA JURISDIC",2013
24448,24115,"TORAL DE MERAYO",2013
24448,24119,"PRIARANZA DEL BIERZO",2013
24450,24169,TORENO,2013
24457,24169,PARDAMAZA,2013
24458,24102,"ROBLEDO DE LAS TRAVIESAS",2013
24458,24169,"VILLAR DE LAS TRAVIESAS",2013
24459,24169,VALDELALOBA,2013
24460,24169,"MATARROSA DEL SIL",2013
24469,24110,"VILLAMARTIN DEL SIL",2013
24469,24169,"SANTA LEOCADIA",2013
24470,24110,"PARAMO DEL SIL",2013
24478,24110,"SORBEDA DEL SIL",2013
24479,24110,SALENTINOS,2013
24480,24109,"CORBON DEL SIL",2013
24488,24110,"ANLLARINOS DEL SIL",2013
24489,24109,VALDEPRADO,2013
24490,24115,COLUMBRIANOS,2013
24491,24115,"SAN ANDRES DE MONTEJOS",2013
24492,24064,POSADINA,2013
24494,24110,"SANTA CRUZ DEL SIL",2013
24495,24109,VALSECO,2013
24496,24109,MATAOTERO,2013
24497,24109,"TEJEDO DEL SIL",2013
24498,24109,"VILLARINO DEL SIL",2013
24500,24209,"VILLAFRANCA DEL BIERZO",2013
24510,24209,PARADASECA,2013
24511,24209,"VILLAR DE ACERO",2013
24512,16173,JABALERA,2013
24512,24209,VEGUELLINA,2013
24513,24209,"PUENTE DE REY",2013
24514,24059,CORULLON,2013
24515,24059,VIARIZ,2013
24516,24059,HORTA,2013
24516,24206,PARANDONES,2013
24516,24209,VILELA,2013
24517,24059,VILLAGROY,2013
24520,24198,"VEGA DE VALCARCE",2013
24521,24011,MOLDES,2013
24521,24198,VILLASINDE,2013
24522,24171,PEREJE,2013
24523,24171,TRABADELO,2013
24524,24198,SOTOGAYOSO,2013
24525,24009,VILLARIÑOS,2013
24526,24198,"SAN TIRSO",2013
24530,24206,VILLADECANES,2013
24530,24209,"VALTUILLE DE ABAJO",2013
24540,24030,CACABELOS,2013
24544,24038,"CARRACEDO DEL MONASTERIO",2013
24545,24007,"SAN JUAN DE LA MATA",2013
24545,24143,CUETO,2013
24546,24007,"SAN VICENTE",2013
24547,24030,PIEROS,2013
24547,24209,"VALTUILLE DE ARRIBA",2013
24548,24030,VILLABUENA,2013
24549,24038,CARRACEDELO,2013
24550,24038,"VILLAMARTIN DE LA ABADIA",2013
24550,24206,SORRIBAS,2013
24560,24206,"TORAL DE LOS VADOS",2013
24565,24038,VILLADEPALOS,2013
24566,24103,VILLARRUBIN,2013
24567,24103,ARNADELO,2013
24567,24165,SOBRADO,2013
24568,24103,LUSIO,2013
24569,24103,CASTROPETRE,2013
24569,24165,AGUIAR,2013
24569,24206,PENEDELO,2013
24600,24114,"POLA DE GORDON (LA)",2013
24607,24114,"VEGA DE GORDON",2013
24608,24114,"PARADILLA DE GORDON",2013
24609,24114,PEREDILLA,2013
24610,24061,"CAMPO Y SANTIBAÑEZ",2013
24620,24061,VALSEMANA,2013
24630,24061,"SECA (LA)",2013
24640,24134,"ROBLA (LA)",2013
24648,24098,"ROBLEDO DE FENAR",2013
24648,24134,"SOLANA DE FENAR",2013
24649,24134,"SORRIBOS DE ALBA",2013
24650,24114,"SANTA LUCIA",2013
24660,24114,CIÑERA,2013
24670,24114,"VID (LA)",2013
24680,24901,"VILLANUEVA DE LA TERCIA",2013
24687,24901,"VENTOSILLA DE LA TERCIA",2013
24688,24901,"VILLAMANIN DE LA TERCIA",2013
24689,24901,"VILLANUEVA DE LA TERCIA",2013
24690,24901,"BUSDONGO DE ARBAS",2013
24699,24901,"TONIN DE ARBAS",2013
24700,24008,ASTORGA,2013
24710,24148,"SAN ROMAN DE LA VEGA",2013
24711,24214,VILLAMEJIL,2013
24711,24219,"CARRERA (LA)",2013
24712,24214,REVILLA,2013
24713,24214,"SUEROS DE CEPEDA",2013
24714,24023,"REQUEJO DE PRADORREY",2013
24715,24023,VELDEDO,2013
24716,24023,BRAZUELO,2013
24717,24090,BOISAN,2013
24717,24091,"VILLALIBRE DE SOMOZA",2013
24717,24161,VALDESPINO,2013
24717,24185,"VAL DE SAN ROMAN",2013
24718,24008,VALDEVIEJAS,2013
24718,24023,"GANSO (EL)",2013
24719,24219,"VILLAOBISPO DE OTERO",2013
24720,24152,"SAN MARTIN DEL AGOSTEDO",2013
24721,24044,"VELILLA DE LA VALDUERNA",2013
24721,24091,"VILLAR DE GOLFER",2013
24722,24152,"VILLAR DE CIERVOS",2013
24723,24090,LUCILLO,2013
24724,24090,"POBLADURA DE LA SIERRA",2013
24730,24066,"ROBLEDO DE LA VALDUERNA",2013
24731,24161,PIEDRALBA,2013
24732,24161,"SANTIAGO MILLAS",2013
24732,24182,TEJADOS,2013
24733,24125,"TORNEROS DE JAMUZ",2013
24734,24047,"POBLADURA DE YUSO",2013
24735,24047,CASTROCONTRIGO,2013
24736,24047,"TORNEROS DE LA VALDERIA",2013
24738,24172,"VILLAR DEL MONTE",2013
24739,24170,"SANTA CRUZ DE MONTES",2013
24740,24011,CORPORALES,2013
24740,24161,"OTERUELO DE LA VALDUERNA",2013
24740,24172,VILLARINO,2013
24740,24202,"VILLASECA DE LACIANA",2013
24741,24172,VILLARINO,2013
24742,24043,ODOLLO,2013
24743,24067,"QUINTANILLA DE LOSADA",2013
24744,24043,SACEDA,2013
24744,24067,"ROBLEDO DE LOSADA",2013
24745,24067,TRABAZOS,2013
24746,24067,LOSADILLA,2013
24750,24010,"BAÑEZA (LA)",2013
24760,24046,"SAN FELIX DE LA VALDERIA",2013
24760,24114,VILLASIMPLIZ,2013
24760,24146,"SAN ESTEBAN DE NOGALES",2013
24761,24003,"ALIJA DEL INFANTADO",2013
24762,24124,"QUINTANA DEL MARCO",2013
24762,24154,"VILLANUEVA DE JAMUZ",2013
24763,24127,"REGUERAS DE ARRIBA",2013
24763,24166,"REQUEJO DE LA VEGA",2013
24763,24228,VILLAZALA,2013
24764,24010,"SAN MAMES DE LA VEGA",2013
24764,24108,"PALACIOS DE LA VALDUERNA",2013
24764,24166,"SANTA COLOMBA DE LA VEGA",2013
24765,24131,"CASTROTIERRA DE LA VALDUE",2013
24765,24216,"VALLE DE LA VALDUERNA",2013
24766,24010,"SANTIAGO DE LA VALDUERNA",2013
24766,24108,"RIBAS DE LA VALDUERNA",2013
24766,24216,"VILLAMONTAN DE LA VALDUER",2013
24767,24125,"TABUYUELO DE JAMUZ",2013
24767,24154,"JIMENEZ DE JAMUZ",2013
24768,24166,"HUERGA DE GARABALLES",2013
24769,24053,"SAN MARTIN DE TORRES",2013
24790,24136,"VALCABADO DEL PARAMO",2013
24791,24136,"ROPERUELOS DEL PARAMO",2013
24791,24230,"ZOTES DEL PARAMO",2013
24792,24003,"NORA DEL RIO (LA)",2013
24792,24117,"ALTOBAR DE LA ENCOMIENDA",2013
24792,24124,"GENESTACIO DE LA VEGA",2013
24793,24182,VALDERREY,2013
24794,24131,"TORALINO DE LA VEGA",2013
24795,24131,"VILLARNERA DE LA VEGA",2013
24795,24144,"POSADILLA DE LA VEGA",2013
24795,24155,"SANTIBAÑEZ DE LA ISLA",2013
24796,24005,"RIBERA DE LA POLVOROSA",2013
24796,24117,"SALUDES DE CASTROPONCE",2013
